Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount
I002460,O01464,P0196,1,3827.41,0.2
I002461,O01465,P0320,3,22881.56,0.2
I002462,O01466,P0311,3,13470.81,0.05
I002463,O01467,P0094,1,6917.65,0.1
I002464,O01467,P0141,5,2669.4,0.1
I002465,O01468,P0091,4,5800.05,0.1
I002466,O01468,P0113,1,1476.37,0.1
I002467,O01469,P0372,1,5715.65,0.05
I002468,O01470,P0186,1,14403.22,0.05
I002469,O01471,P0138,2,9332.54,0.05
I002470,O01471,P0040,2,10694.19,0.05
I002471,O01472,P0254,3,1468.59,0.1
I002472,O01472,P0202,1,4958.04,0.1
I002473,O01473,P0208,3,17414.46,0.05
I002474,O01474,P0179,1,12189.37,0.1
I002475,O01474,P0117,2,5812.89,0.1
I002476,O01475,P0429,1,4623.76,0.15
I002477,O01476,P0434,1,15961.32,0.1
I002478,O01477,P0103,1,9874.02,0.05
I002479,O01478,P0500,1,14456.78,0.0
I002480,O01479,P0084,3,10059.02,0.2
I002481,O01480,P0195,2,18266.79,0.1
I002482,O01480,P0094,2,6917.65,0.1
I002483,O01481,P0401,1,18961.41,0.25
I002484,O01482,P0288,1,16170.77,0.05
I002485,O01482,P0085,1,14574.29,0.05
I002486,O01483,P0048,1,881.87,0.0
I002487,O01484,P0464,3,11639.56,0.0
I002488,O01485,P0436,1,9847.38,0.0
I002489,O01485,P0268,5,21182.18,0.0
I002490,O01486,P0432,1,1677.91,0.05
I002491,O01486,P0440,2,10988.87,0.05
I002492,O01487,P0313,2,15225.55,0.05
I002493,O01488,P0404,4,7190.22,0.0
I002494,O01488,P0400,1,7063.54,0.0
I002495,O01489,P0417,3,7877.14,0.05
I002496,O01489,P0409,4,8257.04,0.05
I002497,O01490,P0232,1,14966.59,0.15
I002498,O01491,P0425,1,3871.16,0.15
I002499,O01491,P0051,1,13023.34,0.15
I002500,O01492,P0300,1,11744.09,0.0
I002501,O01493,P0260,4,9638.98,0.25
I002502,O01493,P0228,1,7442.22,0.25
I002503,O01494,P0420,2,5156.99,0.0
I002504,O01495,P0368,1,19421.03,0.0
I002505,O01496,P0445,4,5378.95,0.0
I002506,O01497,P0108,2,11560.22,0.0
I002507,O01498,P0003,1,14157.19,0.1
I002508,O01499,P0198,3,15426.36,0.0
I002509,O01499,P0433,1,11369.56,0.0
I002510,O01499,P0082,1,8524.01,0.0
I002511,O01500,P0141,2,2669.4,0.1
I002512,O01500,P0015,3,198.88,0.1
I002513,O01500,P0083,4,7026.05,0.1
I002514,O01501,P0065,2,11896.67,0.05
I002515,O01501,P0220,1,4537.91,0.05
I002516,O01502,P0327,2,7197.89,0.05
I002517,O01502,P0278,1,4045.44,0.05
I002518,O01503,P0174,2,14241.6,0.2
I002519,O01504,P0315,1,8767.22,0.05
I002520,O01505,P0260,1,9638.98,0.2
I002521,O01505,P0412,1,14362.31,0.2
I002522,O01506,P0467,4,7857.91,0.05
I002523,O01507,P0086,1,12651.01,0.3
I002524,O01507,P0061,2,9428.51,0.3
I002525,O01508,P0298,1,14301.55,0.3
I002526,O01509,P0331,2,7610.91,0.2
I002527,O01510,P0156,3,17438.42,0.2
I002528,O01510,P0260,2,9638.98,0.2
I002529,O01510,P0264,1,11827.53,0.2
I002530,O01511,P0421,2,3134.29,0.2
I002531,O01512,P0492,1,13278.61,0.1
I002532,O01513,P0102,1,4552.64,0.15
I002533,O01514,P0013,1,1067.21,0.1
I002534,O01515,P0265,1,16102.0,0.2
I002535,O01515,P0127,1,12125.3,0.2
I002536,O01516,P0151,1,8069.27,0.25
I002537,O01517,P0131,1,2329.3,0.15
I002538,O01517,P0254,2,1468.59,0.15
I002539,O01518,P0377,1,7254.24,0.25
I002540,O01519,P0189,1,1077.94,0.1
I002541,O01520,P0497,1,5343.08,0.25
I002542,O01521,P0346,1,17166.81,0.05
I002543,O01521,P0325,1,883.29,0.05
I002544,O01521,P0333,1,16891.72,0.05
I002545,O01522,P0223,2,12111.39,0.0
I002546,O01522,P0256,1,10413.89,0.0
I002547,O01523,P0241,1,9473.89,0.0
I002548,O01524,P0210,1,3425.1,0.0
I002549,O01524,P0486,1,7416.01,0.0
I002550,O01525,P0256,1,10413.89,0.2
I002551,O01525,P0496,1,20624.48,0.2
I002552,O01526,P0022,1,16227.09,0.1
I002553,O01527,P0209,3,17935.22,0.05
I002554,O01527,P0202,1,4958.04,0.05
I002555,O01527,P0292,1,21583.15,0.05
I002556,O01528,P0039,3,1954.54,0.15
I002557,O01529,P0473,2,731.76,0.05
I002558,O01529,P0047,2,3795.44,0.05
I002559,O01530,P0149,1,18764.92,0.0
I002560,O01531,P0186,1,14403.22,0.1
I002561,O01532,P0084,1,10059.02,0.0
I002562,O01532,P0042,1,18369.63,0.0
I002563,O01532,P0285,1,11518.27,0.0
I002564,O01533,P0222,2,6948.91,0.05
I002565,O01534,P0160,1,6251.25,0.15
I002566,O01535,P0087,1,5413.54,0.05
I002567,O01536,P0125,1,8357.18,0.0
I002568,O01537,P0163,2,16537.01,0.1
I002569,O01537,P0070,3,3923.76,0.1
I002570,O01538,P0095,1,708.58,0.1
I002571,O01538,P0444,4,4611.38,0.1
I002572,O01538,P0445,2,5378.95,0.1
I002573,O01539,P0488,2,6474.12,0.05
I002574,O01539,P0032,1,12721.46,0.05
I002575,O01539,P0320,1,22881.56,0.05
I002576,O01540,P0128,2,11542.08,0.0
I002577,O01540,P0118,1,11312.75,0.0
I002578,O01541,P0104,3,389.71,0.15
I002579,O01542,P0494,1,9857.51,0.0
I002580,O01543,P0486,5,7416.01,0.25
I002581,O01543,P0131,1,2329.3,0.25
I002582,O01544,P0199,1,13045.06,0.0
I002583,O01545,P0415,1,19105.92,0.15
I002584,O01546,P0128,1,11542.08,0.0
I002585,O01546,P0264,1,11827.53,0.0
I002586,O01547,P0060,1,10597.6,0.1
I002587,O01547,P0168,2,11374.5,0.1
I002588,O01547,P0489,1,16108.48,0.1
I002589,O01548,P0132,1,8762.43,0.05
I002590,O01549,P0252,1,18803.98,0.0
I002591,O01550,P0290,2,5856.65,0.2
I002592,O01550,P0045,3,5553.07,0.2
I002593,O01550,P0122,1,20389.93,0.2
I002594,O01550,P0020,1,16894.73,0.2
I002595,O01551,P0237,1,13454.07,0.1
I002596,O01551,P0468,2,17686.56,0.1
I002597,O01552,P0301,2,1551.88,0.05
I002598,O01553,P0094,1,6917.65,0.25
I002599,O01554,P0474,1,2142.32,0.0
I002600,O01554,P0467,1,7857.91,0.0
I002601,O01554,P0497,1,5343.08,0.0
I002602,O01555,P0384,1,21014.31,0.05
I002603,O01555,P0488,2,6474.12,0.05
I002604,O01556,P0422,2,6180.37,0.0
I002605,O01556,P0404,1,7190.22,0.0
I002606,O01557,P0466,1,7584.85,0.3
I002607,O01557,P0391,1,16675.09,0.3
I002608,O01558,P0228,2,7442.22,0.1
I002609,O01558,P0384,2,21014.31,0.1
I002610,O01559,P0482,3,16166.73,0.15
I002611,O01559,P0144,2,5083.64,0.15
I002612,O01560,P0228,1,7442.22,0.0
I002613,O01560,P0024,1,14146.9,0.0
I002614,O01560,P0113,1,1476.37,0.0
I002615,O01561,P0253,2,10206.89,0.05
I002616,O01562,P0220,2,4537.91,0.1
I002617,O01563,P0067,1,18606.26,0.0
I002618,O01563,P0244,1,6694.24,0.0
I002619,O01564,P0334,1,5599.91,0.1
I002620,O01565,P0108,1,11560.22,0.25
I002621,O01565,P0032,1,12721.46,0.25
I002622,O01566,P0038,2,13981.96,0.25
I002623,O01567,P0462,2,8013.86,0.05
I002624,O01568,P0442,1,12851.94,0.1
I002625,O01569,P0490,1,17879.27,0.05
I002626,O01570,P0443,1,3024.24,0.25
I002627,O01571,P0181,1,6969.81,0.1
I002628,O01572,P0392,1,10129.56,0.05
I002629,O01573,P0379,1,4596.34,0.2
I002630,O01573,P0119,5,14136.98,0.2
I002631,O01574,P0241,1,9473.89,0.1
I002632,O01574,P0358,3,17680.82,0.1
I002633,O01575,P0130,2,5669.17,0.1
I002634,O01575,P0425,1,3871.16,0.1
I002635,O01576,P0064,1,18152.26,0.2
I002636,O01577,P0430,1,14535.8,0.05
I002637,O01577,P0044,3,4750.75,0.05
I002638,O01578,P0399,3,9834.2,0.1
I002639,O01578,P0034,2,3767.39,0.1
I002640,O01579,P0231,1,5606.43,0.0
I002641,O01580,P0167,4,2741.53,0.05
I002642,O01580,P0371,3,14987.41,0.05
I002643,O01580,P0465,2,7131.53,0.05
I002644,O01581,P0147,1,5903.16,0.0
I002645,O01581,P0243,1,5300.75,0.0
I002646,O01581,P0493,1,17331.35,0.0
I002647,O01582,P0349,2,17040.15,0.1
I002648,O01582,P0095,3,708.58,0.1
I002649,O01583,P0163,1,16537.01,0.05
I002650,O01583,P0285,1,11518.27,0.05
I002651,O01583,P0428,1,15197.13,0.05
I002652,O01583,P0233,4,9166.88,0.05
I002653,O01584,P0223,1,12111.39,0.15
I002654,O01585,P0148,2,3827.6,0.15
I002655,O01586,P0375,1,1937.18,0.15
I002656,O01586,P0425,1,3871.16,0.15
I002657,O01586,P0192,2,13132.41,0.15
I002658,O01587,P0063,2,17989.43,0.0
I002659,O01588,P0337,1,6259.83,0.1
I002660,O01588,P0270,3,15544.12,0.1
I002661,O01589,P0224,1,14337.8,0.15
I002662,O01590,P0023,1,8677.28,0.05
I002663,O01591,P0428,2,15197.13,0.05
I002664,O01592,P0484,3,14051.85,0.15
I002665,O01593,P0177,1,5666.47,0.05
I002666,O01593,P0428,3,15197.13,0.05
I002667,O01594,P0437,1,9057.77,0.05
I002668,O01595,P0237,1,13454.07,0.1
I002669,O01596,P0206,2,13942.45,0.1
I002670,O01596,P0181,1,6969.81,0.1
I002671,O01597,P0236,1,13763.86,0.15
I002672,O01597,P0428,3,15197.13,0.15
I002673,O01598,P0363,1,11446.48,0.0
I002674,O01598,P0493,1,17331.35,0.0
I002675,O01599,P0385,4,9160.1,0.0
I002676,O01600,P0184,1,5176.95,0.15
I002677,O01601,P0285,1,11518.27,0.1
I002678,O01602,P0079,1,16242.79,0.15
I002679,O01603,P0393,1,1256.74,0.1
I002680,O01604,P0307,2,8542.99,0.1
I002681,O01604,P0259,3,9091.06,0.1
I002682,O01605,P0494,1,9857.51,0.05
I002683,O01606,P0255,2,2178.42,0.15
I002684,O01607,P0110,2,239.19,0.1
I002685,O01608,P0391,1,16675.09,0.05
I002686,O01609,P0381,2,1646.42,0.05
I002687,O01609,P0495,1,3120.64,0.05
I002688,O01609,P0464,1,11639.56,0.05
I002689,O01610,P0365,4,1546.12,0.0
I002690,O01610,P0429,2,4623.76,0.0
I002691,O01610,P0233,2,9166.88,0.0
I002692,O01611,P0318,3,18336.52,0.0
I002693,O01611,P0013,1,1067.21,0.0
I002694,O01612,P0106,1,5470.36,0.0
I002695,O01612,P0067,1,18606.26,0.0
I002696,O01613,P0123,2,12283.66,0.1
I002697,O01613,P0278,1,4045.44,0.1
I002698,O01613,P0385,1,9160.1,0.1
I002699,O01613,P0106,1,5470.36,0.1
I002700,O01614,P0467,1,7857.91,0.15
I002701,O01615,P0417,1,7877.14,0.1
I002702,O01616,P0092,3,3959.04,0.1
I002703,O01617,P0382,1,17253.16,0.0
I002704,O01618,P0451,1,18517.71,0.2
I002705,O01618,P0468,1,17686.56,0.2
I002706,O01619,P0060,2,10597.6,0.15
I002707,O01620,P0064,3,18152.26,0.1
I002708,O01621,P0350,3,14181.21,0.0
I002709,O01621,P0217,2,2504.14,0.0
I002710,O01621,P0201,4,18090.68,0.0
I002711,O01622,P0390,1,2477.97,0.2
I002712,O01622,P0075,1,16717.1,0.2
I002713,O01622,P0161,1,4912.94,0.2
I002714,O01622,P0064,1,18152.26,0.2
I002715,O01623,P0454,2,13398.41,0.0
I002716,O01624,P0450,2,2255.15,0.15
I002717,O01625,P0274,4,16208.88,0.05
I002718,O01626,P0298,2,14301.55,0.2
I002719,O01626,P0191,4,14335.92,0.2
I002720,O01626,P0297,1,14103.76,0.2
I002721,O01627,P0126,2,12590.35,0.1
I002722,O01628,P0324,3,2232.66,0.05
I002723,O01629,P0063,2,17989.43,0.0
I002724,O01629,P0013,3,1067.21,0.0
I002725,O01630,P0162,2,11199.84,0.05
I002726,O01631,P0108,1,11560.22,0.05
I002727,O01631,P0331,2,7610.91,0.05
I002728,O01631,P0051,4,13023.34,0.05
I002729,O01632,P0404,5,7190.22,0.15
I002730,O01632,P0387,1,11008.74,0.15
I002731,O01633,P0009,1,10894.67,0.05
I002732,O01634,P0305,1,5268.03,0.05
I002733,O01634,P0122,2,20389.93,0.05
I002734,O01635,P0290,1,5856.65,0.1
I002735,O01636,P0453,1,2027.99,0.0
I002736,O01637,P0148,1,3827.6,0.15
I002737,O01637,P0074,1,20503.04,0.15
I002738,O01638,P0062,1,2140.31,0.0
I002739,O01639,P0058,4,10856.44,0.15
I002740,O01640,P0332,2,9365.5,0.05
I002741,O01640,P0326,1,1200.34,0.05
I002742,O01641,P0392,1,10129.56,0.1
I002743,O01641,P0373,1,8955.67,0.1
I002744,O01642,P0276,1,15791.95,0.1
I002745,O01643,P0348,2,19194.75,0.05
I002746,O01643,P0011,1,6896.23,0.05
I002747,O01644,P0164,1,744.63,0.05
I002748,O01645,P0249,1,11650.12,0.25
I002749,O01646,P0257,1,8094.05,0.05
I002750,O01647,P0222,1,6948.91,0.05
I002751,O01648,P0335,1,3821.2,0.05
I002752,O01649,P0327,3,7197.89,0.15
I002753,O01650,P0226,1,1989.2,0.05
I002754,O01650,P0139,2,11137.68,0.05
I002755,O01650,P0117,3,5812.89,0.05
I002756,O01651,P0135,1,13687.78,0.0
I002757,O01651,P0067,2,18606.26,0.0
I002758,O01652,P0212,1,15959.35,0.1
I002759,O01653,P0278,1,4045.44,0.0
I002760,O01653,P0407,2,775.43,0.0
I002761,O01654,P0226,4,1989.2,0.05
I002762,O01655,P0224,4,14337.8,0.2
I002763,O01656,P0258,2,5357.22,0.05
I002764,O01656,P0466,1,7584.85,0.05
I002765,O01657,P0497,1,5343.08,0.1
I002766,O01658,P0124,1,15514.19,0.15
I002767,O01658,P0454,5,13398.41,0.15
I002768,O01659,P0144,2,5083.64,0.1
I002769,O01659,P0237,2,13454.07,0.1
I002770,O01660,P0074,1,20503.04,0.0
I002771,O01661,P0337,2,6259.83,0.05
I002772,O01661,P0461,1,6940.51,0.05
I002773,O01661,P0112,3,10276.51,0.05
I002774,O01662,P0040,2,10694.19,0.2
I002775,O01663,P0019,4,7331.38,0.15
I002776,O01663,P0087,1,5413.54,0.15
I002777,O01664,P0054,4,22196.9,0.15
I002778,O01665,P0487,3,2276.61,0.1
I002779,O01665,P0440,1,10988.87,0.1
I002780,O01666,P0460,1,1760.09,0.05
I002781,O01667,P0441,1,11253.53,0.15
I002782,O01668,P0265,4,16102.0,0.15
I002783,O01669,P0212,2,15959.35,0.1
I002784,O01669,P0268,1,21182.18,0.1
I002785,O01670,P0305,1,5268.03,0.1
I002786,O01670,P0051,1,13023.34,0.1
I002787,O01671,P0091,1,5800.05,0.05
I002788,O01671,P0262,3,12660.19,0.05
I002789,O01671,P0177,1,5666.47,0.05
I002790,O01672,P0462,2,8013.86,0.1
I002791,O01672,P0242,4,12806.32,0.1
I002792,O01673,P0127,4,12125.3,0.1
I002793,O01674,P0461,1,6940.51,0.05
I002794,O01675,P0239,1,10044.2,0.05
I002795,O01676,P0452,2,14623.62,0.15
I002796,O01677,P0070,1,3923.76,0.05
I002797,O01678,P0390,2,2477.97,0.25
I002798,O01678,P0256,1,10413.89,0.25
I002799,O01678,P0130,1,5669.17,0.25
I002800,O01678,P0099,2,11095.32,0.25
I002801,O01679,P0462,1,8013.86,0.1
I002802,O01680,P0358,2,17680.82,0.1
I002803,O01680,P0478,3,24448.55,0.1
I002804,O01681,P0251,1,13718.51,0.1
I002805,O01682,P0362,4,7754.84,0.1
I002806,O01683,P0328,1,15667.69,0.2
I002807,O01684,P0081,1,12661.97,0.0
I002808,O01684,P0315,2,8767.22,0.0
I002809,O01685,P0111,1,4168.73,0.05
I002810,O01686,P0410,1,8140.59,0.05
I002811,O01686,P0120,1,15630.4,0.05
I002812,O01686,P0488,2,6474.12,0.05
I002813,O01687,P0043,1,230.23,0.05
I002814,O01688,P0120,2,15630.4,0.2
I002815,O01689,P0388,1,10509.73,0.0
I002816,O01689,P0195,2,18266.79,0.0
I002817,O01690,P0175,1,8354.48,0.05
I002818,O01691,P0236,2,13763.86,0.15
I002819,O01691,P0494,1,9857.51,0.15
I002820,O01691,P0001,1,12680.89,0.15
I002821,O01692,P0365,2,1546.12,0.05
I002822,O01693,P0457,2,18511.82,0.2
I002823,O01693,P0362,1,7754.84,0.2
I002824,O01694,P0294,1,9318.36,0.05
I002825,O01695,P0454,3,13398.41,0.0
I002826,O01695,P0073,2,14367.83,0.0
I002827,O01696,P0205,1,15563.05,0.1
I002828,O01697,P0497,1,5343.08,0.1
I002829,O01698,P0406,2,1199.98,0.0
I002830,O01699,P0256,4,10413.89,0.15
I002831,O01700,P0326,4,1200.34,0.0
I002832,O01701,P0294,1,9318.36,0.05
I002833,O01701,P0479,1,2007.3,0.05
I002834,O01701,P0153,1,6065.86,0.05
I002835,O01702,P0173,1,11347.23,0.1
I002836,O01702,P0305,1,5268.03,0.1
I002837,O01703,P0394,1,9719.2,0.2
I002838,O01704,P0158,1,9904.7,0.0
I002839,O01705,P0359,1,17408.84,0.2
I002840,O01705,P0217,1,2504.14,0.2
I002841,O01706,P0191,1,14335.92,0.15
I002842,O01706,P0116,1,14318.59,0.15
I002843,O01707,P0219,1,1340.09,0.0
I002844,O01708,P0061,2,9428.51,0.05
I002845,O01708,P0428,2,15197.13,0.05
I002846,O01709,P0327,1,7197.89,0.2
I002847,O01709,P0283,1,10933.03,0.2
I002848,O01710,P0480,2,12036.43,0.0
I002849,O01710,P0166,2,4299.84,0.0
I002850,O01710,P0152,1,11257.85,0.0
I002851,O01710,P0282,1,4087.36,0.0
I002852,O01711,P0461,2,6940.51,0.0
I002853,O01711,P0129,2,15750.63,0.0
I002854,O01712,P0259,1,9091.06,0.15
I002855,O01712,P0260,1,9638.98,0.15
I002856,O01713,P0172,1,13856.39,0.1
I002857,O01713,P0369,1,2936.18,0.1
I002858,O01713,P0051,1,13023.34,0.1
I002859,O01714,P0122,3,20389.93,0.05
I002860,O01715,P0145,1,5897.75,0.0
I002861,O01716,P0444,1,4611.38,0.15
I002862,O01717,P0420,1,5156.99,0.1
I002863,O01718,P0354,1,749.54,0.05
I002864,O01719,P0385,2,9160.1,0.25
I002865,O01719,P0171,3,6118.98,0.25
I002866,O01720,P0231,1,5606.43,0.1
I002867,O01721,P0275,1,18205.93,0.05
I002868,O01722,P0361,1,8061.24,0.15
I002869,O01723,P0435,1,11265.94,0.1
I002870,O01724,P0314,1,5199.64,0.0
I002871,O01725,P0060,4,10597.6,0.2
I002872,O01725,P0396,1,6181.52,0.2
I002873,O01726,P0280,1,19260.63,0.0
I002874,O01727,P0429,4,4623.76,0.3
I002875,O01727,P0135,1,13687.78,0.3
I002876,O01728,P0244,1,6694.24,0.05
I002877,O01729,P0097,1,16913.36,0.1
I002878,O01729,P0069,1,6827.67,0.1
I002879,O01730,P0346,1,17166.81,0.3
I002880,O01731,P0355,1,15161.64,0.05
I002881,O01732,P0486,1,7416.01,0.1
I002882,O01733,P0166,2,4299.84,0.15
I002883,O01733,P0467,1,7857.91,0.15
I002884,O01733,P0284,5,9183.48,0.15
I002885,O01734,P0407,1,775.43,0.1
I002886,O01734,P0143,3,2154.67,0.1
I002887,O01734,P0442,1,12851.94,0.1
I002888,O01735,P0168,1,11374.5,0.05
I002889,O01736,P0029,1,7973.77,0.0
I002890,O01737,P0260,1,9638.98,0.1
I002891,O01737,P0093,1,11807.43,0.1
I002892,O01738,P0444,2,4611.38,0.1
I002893,O01739,P0311,1,13470.81,0.05
I002894,O01740,P0288,5,16170.77,0.05
I002895,O01741,P0074,3,20503.04,0.05
I002896,O01742,P0242,2,12806.32,0.1
I002897,O01743,P0364,2,20513.3,0.15
I002898,O01743,P0414,2,3244.46,0.15
I002899,O01743,P0193,1,3841.48,0.15
I002900,O01744,P0459,2,15147.66,0.05
I002901,O01745,P0110,1,239.19,0.05
I002902,O01745,P0315,1,8767.22,0.05
I002903,O01746,P0213,2,13682.03,0.2
I002904,O01747,P0027,1,6637.92,0.15
I002905,O01748,P0352,1,10103.59,0.15
I002906,O01748,P0465,1,7131.53,0.15
I002907,O01749,P0216,1,4253.32,0.15
I002908,O01750,P0303,1,15132.39,0.2
I002909,O01751,P0420,2,5156.99,0.15
I002910,O01752,P0052,3,22717.29,0.0
I002911,O01752,P0321,2,15173.01,0.0
I002912,O01752,P0108,1,11560.22,0.0
I002913,O01753,P0487,2,2276.61,0.0
I002914,O01753,P0221,1,9748.25,0.0
I002915,O01753,P0484,2,14051.85,0.0
I002916,O01754,P0150,1,19657.29,0.05
I002917,O01755,P0016,1,4929.52,0.05
I002918,O01756,P0071,1,1222.75,0.0
I002919,O01756,P0425,1,3871.16,0.0
I002920,O01757,P0312,2,8312.33,0.15
I002921,O01758,P0418,1,12929.12,0.1
I002922,O01759,P0373,1,8955.67,0.15
I002923,O01760,P0121,1,5223.81,0.0
I002924,O01760,P0217,2,2504.14,0.0
I002925,O01760,P0491,1,14558.18,0.0
I002926,O01760,P0060,1,10597.6,0.0
I002927,O01761,P0195,2,18266.79,0.05
I002928,O01762,P0086,1,12651.01,0.1
I002929,O01763,P0185,1,11400.27,0.1
I002930,O01764,P0429,1,4623.76,0.15
I002931,O01764,P0001,3,12680.89,0.15
I002932,O01765,P0283,1,10933.03,0.25
I002933,O01766,P0448,1,11150.05,0.0
I002934,O01766,P0367,1,14116.53,0.0
I002935,O01767,P0122,3,20389.93,0.1
I002936,O01768,P0366,1,12694.5,0.0
I002937,O01768,P0109,4,7019.11,0.0
I002938,O01768,P0142,5,7546.26,0.0
I002939,O01769,P0369,1,2936.18,0.05
I002940,O01770,P0054,2,22196.9,0.15
I002941,O01770,P0281,1,8647.87,0.15
I002942,O01770,P0247,3,5866.18,0.15
I002943,O01771,P0478,2,24448.55,0.3
I002944,O01771,P0402,2,5149.65,0.3
I002945,O01772,P0131,3,2329.3,0.1
I002946,O01772,P0206,2,13942.45,0.1
I002947,O01772,P0125,1,8357.18,0.1
I002948,O01773,P0180,2,5738.9,0.05
I002949,O01774,P0306,1,20887.78,0.05
I002950,O01775,P0232,3,14966.59,0.15
I002951,O01776,P0375,1,1937.18,0.2
I002952,O01777,P0095,1,708.58,0.2
I002953,O01777,P0422,1,6180.37,0.2
I002954,O01777,P0058,2,10856.44,0.2
I002955,O01778,P0431,1,7800.63,0.1
I002956,O01778,P0337,1,6259.83,0.1
I002957,O01779,P0334,1,5599.91,0.1
I002958,O01779,P0333,1,16891.72,0.1
I002959,O01780,P0241,2,9473.89,0.2
I002960,O01781,P0228,5,7442.22,0.25
I002961,O01782,P0180,1,5738.9,0.25
I002962,O01782,P0024,1,14146.9,0.25
I002963,O01783,P0170,2,10734.0,0.15
I002964,O01783,P0472,1,6339.28,0.15
I002965,O01784,P0471,2,3362.5,0.05
I002966,O01785,P0467,1,7857.91,0.05
I002967,O01785,P0087,1,5413.54,0.05
I002968,O01786,P0022,1,16227.09,0.05
I002969,O01787,P0384,1,21014.31,0.0
I002970,O01788,P0472,1,6339.28,0.05
I002971,O01788,P0270,1,15544.12,0.05
I002972,O01789,P0379,1,4596.34,0.2
I002973,O01789,P0362,1,7754.84,0.2
I002974,O01790,P0093,1,11807.43,0.15
I002975,O01790,P0040,1,10694.19,0.15
I002976,O01791,P0447,1,13008.01,0.0
I002977,O01791,P0303,2,15132.39,0.0
I002978,O01791,P0434,2,15961.32,0.0
I002979,O01792,P0119,4,14136.98,0.0
I002980,O01792,P0419,1,11206.88,0.0
I002981,O01792,P0321,2,15173.01,0.0
I002982,O01793,P0102,1,4552.64,0.3
I002983,O01793,P0243,2,5300.75,0.3
I002984,O01794,P0106,1,5470.36,0.05
I002985,O01795,P0276,3,15791.95,0.1
I002986,O01795,P0303,2,15132.39,0.1
I002987,O01796,P0016,1,4929.52,0.05
I002988,O01797,P0158,3,9904.7,0.05
I002989,O01798,P0108,1,11560.22,0.1
I002990,O01798,P0419,1,11206.88,0.1
I002991,O01799,P0391,1,16675.09,0.1
I002992,O01799,P0385,1,9160.1,0.1
I002993,O01799,P0079,1,16242.79,0.1
I002994,O01800,P0175,1,8354.48,0.1
I002995,O01801,P0357,1,4004.54,0.0
I002996,O01802,P0295,3,12191.72,0.05
I002997,O01803,P0017,2,9858.5,0.1
I002998,O01804,P0026,1,8043.88,0.0
I002999,O01804,P0401,1,18961.41,0.0
I003000,O01805,P0266,1,6946.78,0.2
I003001,O01805,P0025,4,21151.19,0.2
I003002,O01806,P0465,1,7131.53,0.0
I003003,O01806,P0040,2,10694.19,0.0
I003004,O01807,P0035,2,10869.62,0.1
I003005,O01808,P0348,1,19194.75,0.0
I003006,O01809,P0245,1,14211.09,0.15
I003007,O01810,P0198,1,15426.36,0.05
I003008,O01810,P0475,2,6070.94,0.05
I003009,O01810,P0222,1,6948.91,0.05
I003010,O01811,P0389,1,10740.24,0.0
I003011,O01812,P0016,1,4929.52,0.1
I003012,O01812,P0281,1,8647.87,0.1
I003013,O01813,P0482,2,16166.73,0.3
I003014,O01814,P0068,1,658.18,0.2
I003015,O01814,P0364,1,20513.3,0.2
I003016,O01815,P0403,2,10949.03,0.15
I003017,O01815,P0217,1,2504.14,0.15
I003018,O01815,P0329,1,6837.04,0.15
I003019,O01815,P0406,3,1199.98,0.15
I003020,O01816,P0394,2,9719.2,0.0
I003021,O01816,P0058,2,10856.44,0.0
I003022,O01817,P0031,2,10837.07,0.2
I003023,O01818,P0444,1,4611.38,0.2
I003024,O01818,P0255,1,2178.42,0.2
I003025,O01819,P0206,1,13942.45,0.0
I003026,O01820,P0459,3,15147.66,0.0
I003027,O01820,P0468,2,17686.56,0.0
I003028,O01820,P0239,4,10044.2,0.0
I003029,O01821,P0401,4,18961.41,0.1
I003030,O01822,P0235,1,17675.52,0.1
I003031,O01823,P0283,1,10933.03,0.05
I003032,O01824,P0189,2,1077.94,0.05
I003033,O01824,P0318,1,18336.52,0.05
I003034,O01824,P0429,2,4623.76,0.05
I003035,O01825,P0439,1,11309.42,0.1
I003036,O01825,P0011,2,6896.23,0.1
I003037,O01825,P0398,1,15186.38,0.1
I003038,O01825,P0440,4,10988.87,0.1
I003039,O01826,P0090,3,19317.51,0.15
I003040,O01827,P0051,1,13023.34,0.25
I003041,O01828,P0019,3,7331.38,0.05
I003042,O01828,P0271,2,10464.94,0.05
I003043,O01828,P0082,1,8524.01,0.05
I003044,O01829,P0120,1,15630.4,0.15
I003045,O01830,P0019,2,7331.38,0.15
I003046,O01830,P0038,1,13981.96,0.15
I003047,O01831,P0062,1,2140.31,0.1
I003048,O01832,P0286,1,8678.82,0.25
I003049,O01833,P0099,1,11095.32,0.0
I003050,O01834,P0198,1,15426.36,0.2
I003051,O01834,P0127,1,12125.3,0.2
I003052,O01835,P0359,1,17408.84,0.2
I003053,O01836,P0368,2,19421.03,0.0
I003054,O01836,P0357,2,4004.54,0.0
I003055,O01837,P0385,1,9160.1,0.1
I003056,O01837,P0223,1,12111.39,0.1
I003057,O01838,P0123,2,12283.66,0.1
I003058,O01839,P0054,1,22196.9,0.1
I003059,O01840,P0292,1,21583.15,0.2
I003060,O01841,P0300,1,11744.09,0.15
I003061,O01842,P0224,2,14337.8,0.0
I003062,O01843,P0393,3,1256.74,0.25
I003063,O01844,P0454,5,13398.41,0.0
I003064,O01844,P0109,1,7019.11,0.0
I003065,O01845,P0044,1,4750.75,0.1
I003066,O01845,P0425,2,3871.16,0.1
