Customer_ID,Customer_Name,Age,Gender,City,State,Signup_Date,Customer_Segment,Acquisition_Channel
C01102,Customer 01102,21,Male,Kochi,Kerala,2026-01-17,Regular,Social
C01103,Customer 01103,24,Male,Kolkata,West Bengal,2024-09-16,Regular,Referral
C01104,Customer 01104,43,Male,Jaipur,Rajasthan,2024-07-10,Regular,Paid
C01105,Customer 01105,64,Male,Kochi,Kerala,2024-07-20,Occasional,Paid
C01106,Customer 01106,29,Female,Jaipur,Rajasthan,2026-02-12,Regular,Social
C01107,Customer 01107,48,Male,Mumbai,Maharashtra,2024-07-03,Regular,Referral
C01108,Customer 01108,34,Male,Ahmedabad,Gujarat,2024-06-06,Occasional,Paid
C01109,Customer 01109,50,Female,Ahmedabad,Gujarat,2026-01-27,Regular,Organic
C01110,Customer 01110,28,Female,Pune,Maharashtra,2025-09-13,Regular,Organic
C01111,Customer 01111,45,Female,Ahmedabad,Gujarat,2024-04-08,Occasional,Social
C01112,Customer 01112,49,Female,Delhi,Delhi,2024-08-28,Occasional,Paid
C01113,Customer 01113,18,Female,Hyderabad,Telangana,2025-05-05,Regular,Paid
C01114,Customer 01114,64,Female,Bangalore,Karnataka,2024-07-20,Regular,Paid
C01115,Customer 01115,45,Female,Pune,Maharashtra,2025-09-25,Occasional,Social
C01116,Customer 01116,59,Female,Bangalore,Karnataka,2025-05-23,Occasional,Referral
C01117,Customer 01117,24,Male,Jaipur,Rajasthan,2025-09-20,Occasional,Referral
C01118,Customer 01118,19,Male,Bengaluru,Karnataka,2024-04-05,Regular,Paid
C01119,Customer 01119,59,Female,Bangalore,Karnataka,2026-01-15,Regular,Organic
C01120,Customer 01120,41,Female,Pune,Maharashtra,2025-05-04,Regular,Social
C01121,Customer 01121,21,Female,Mumbai,Maharashtra,2025-08-01,Occasional,Social
C01122,Customer 01122,61,Other,Chennai,Tamil Nadu,2026-06-06,Occasional,Social
C01123,Customer 01123,36,Female,Ahmedabad,Gujarat,2024-08-05,Premium,Social
C01124,Customer 01124,43,Female,Ahmedabad,Gujarat,2025-06-10,Regular,Social
C01125,Customer 01125,28,Female,Delhi,Delhi,2024-09-29,Regular,Referral
C01126,Customer 01126,57,Female,Pune,Maharashtra,2024-08-06,Occasional,Social
C01127,Customer 01127,60,Male,Delhi,Delhi,2026-02-24,Regular,Referral
C01128,Customer 01128,28,Male,Hyderabad,Telangana,2026-06-01,Regular,Organic
C01129,Customer 01129,62,Female,Hyderabad,Telangana,2025-10-20,Premium,Paid
C01130,Customer 01130,20,Male,Delhi,Delhi,2024-11-27,Regular,Social
C01131,Customer 01131,29,Female,Pune,Maharashtra,2026-05-05,Premium,Paid
C01132,Customer 01132,20,Male,Delhi,Delhi,2025-03-28,Occasional,Social
C01133,Customer 01133,59,Female,Ahmedabad,Gujarat,2024-05-31,Occasional,Organic
C01134,Customer 01134,44,Female,Kochi,Kerala,2024-12-12,Regular,Paid
C01135,Customer 01135,19,Female,Kolkata,West Bengal,2026-03-26,Regular,Paid
C01136,Customer 01136,33,Male,Bangalore,Karnataka,2025-02-17,Occasional,Organic
C01137,Customer 01137,19,Female,Kolkata,West Bengal,2025-06-10,Regular,Organic
C01138,Customer 01138,47,Female,Pune,Maharashtra,2025-03-06,Regular,Organic
C01139,Customer 01139,37,Male,Lucknow,Uttar Pradesh,2025-01-13,Occasional,Social
C01140,Customer 01140,55,Female,Kolkata,West Bengal,2026-06-13,Occasional,Organic
C01141,Customer 01141,45,Male,Hyderabad,Telangana,2025-03-03,Occasional,Organic
C01142,Customer 01142,42,Male,Jaipur,Rajasthan,2026-05-15,Regular,Organic
C01143,Customer 01143,49,Male,Bangalore,Karnataka,2024-03-24,Premium,Referral
C01144,Customer 01144,27,Female,Chennai,Tamil Nadu,2024-07-10,Premium,Referral
C01145,Customer 01145,59,Female,Lucknow,Uttar Pradesh,2024-02-10,Regular,Referral
C01146,Customer 01146,57,Female,Pune,Maharashtra,2026-05-13,Occasional,Paid
C01147,Customer 01147,50,Male,Bangalore,Karnataka,2026-04-15,Regular,Organic
C01148,Customer 01148,30,Male,Kolkata,West Bengal,2026-02-11,Occasional,Referral
C01149,Customer 01149,58,Female,Hyderabad,Telangana,2024-11-04,Regular,Social
C01150,Customer 01150,59,,Mumbai,Maharashtra,2025-01-12,Regular,Organic
C01151,Customer 01151,64,Female,Kochi,Kerala,2024-05-15,Occasional,Paid
C01152,Customer 01152,54,Male,Chennai,Tamil Nadu,2026-02-28,Regular,Organic
C01153,Customer 01153,33,Male,Lucknow,Uttar Pradesh,2024-04-15,Regular,Organic
C01154,Customer 01154,62,Female,Kochi,Kerala,2025-06-02,Regular,Referral
C01155,Customer 01155,39,Female,Bangalore,Karnataka,2026-03-24,Premium,Paid
C01156,Customer 01156,37,Male,Hyderabad,Telangana,2025-06-25,Regular,Organic
C01157,Customer 01157,60,Male,Hyderabad,Telangana,2024-05-05,Regular,Paid
C01158,Customer 01158,44,Female,Kolkata,West Bengal,2024-12-22,Regular,Social
C01159,Customer 01159,58,Male,Ahmedabad,Gujarat,2025-02-03,Occasional,Social
C01160,Customer 01160,33,Female,Bengaluru,West Bengal,2024-03-19,Regular,Social
C01161,Customer 01161,51,Male,Ahmedabad,Gujarat,2025-01-23,Premium,Paid
C01162,Customer 01162,49,Male,Ahmedabad,Gujarat,2025-08-01,Regular,Referral
C01163,Customer 01163,43,Other,Chennai,Tamil Nadu,2025-06-18,Premium,Paid
C01164,Customer 01164,42,Male,Kolkata,West Bengal,2025-12-01,Regular,Organic
C01165,Customer 01165,19,Female,Indore,Madhya Pradesh,2024-03-14,Regular,Paid
C01166,Customer 01166,29,Female,Mumbai,Maharashtra,2024-01-05,Regular,Referral
C01167,Customer 01167,57,Male,Lucknow,Uttar Pradesh,2025-04-07,Occasional,Organic
C01168,Customer 01168,26,Male,Delhi,Delhi,2024-03-22,Occasional,Social
C01169,Customer 01169,29,Female,Delhi,Delhi,2025-06-20,Occasional,Organic
C01170,Customer 01170,43,Female,Kolkata,West Bengal,2026-02-14,Regular,Paid
C01171,Customer 01171,26,Male,Kolkata,West Bengal,2025-02-08,Regular,Organic
C01172,Customer 01172,27,Male,Kochi,Kerala,2025-05-28,Occasional,Paid
C01173,Customer 01173,49,Female,Lucknow,Uttar Pradesh,2024-10-04,Regular,Organic
C01174,Customer 01174,51,Female,Lucknow,Uttar Pradesh,2026-04-19,Occasional,Organic
C01175,Customer 01175,65,Female,Chennai,Tamil Nadu,2026-05-04,Premium,Paid
C01176,Customer 01176,37,Male,Kolkata,West Bengal,2024-08-11,Premium,Paid
C01177,Customer 01177,56,Female,Lucknow,Uttar Pradesh,2025-08-06,Occasional,Paid
C01178,Customer 01178,19,Female,Kochi,Kerala,2024-03-08,Occasional,Organic
C01179,Customer 01179,18,Female,Ahmedabad,Gujarat,2024-11-15,Occasional,Paid
C01180,Customer 01180,53,Female,Hyderabad,Telangana,2025-08-28,Occasional,Paid
C01181,Customer 01181,41,Female,Hyderabad,Telangana,2024-01-19,Premium,Paid
C01182,Customer 01182,44,Female,Ahmedabad,Gujarat,2025-10-01,Regular,Social
C01183,Customer 01183,19,Female,Pune,Maharashtra,2024-12-08,Occasional,Paid
C01184,Customer 01184,48,Male,Kochi,Kerala,2025-08-16,Regular,Paid
C01185,Customer 01185,31,Male,Lucknow,Uttar Pradesh,2026-02-04,Regular,Social
C01186,Customer 01186,19,Male,Indore,Madhya Pradesh,2026-01-02,Regular,Social
C01187,Customer 01187,46,Male,Kochi,Kerala,2024-12-08,Premium,Social
C01188,Customer 01188,32,Male,Ahmedabad,Gujarat,2024-04-06,Regular,Referral
C01189,Customer 01189,29,Female,Mumbai,Maharashtra,2024-02-21,Regular,Paid
C01190,Customer 01190,54,Male,Jaipur,Rajasthan,2024-06-23,Occasional,Organic
C01191,Customer 01191,45,Female,Bangalore,Karnataka,2024-12-03,Occasional,Referral
C01192,Customer 01192,37,Female,Ahmedabad,Gujarat,2025-11-24,Regular,Social
C01193,Customer 01193,56,Male,Indore,Madhya Pradesh,2024-12-18,Regular,Referral
C01194,Customer 01194,41,Female,Lucknow,Uttar Pradesh,2025-01-25,Regular,Social
C01195,Customer 01195,38,Female,Indore,Madhya Pradesh,2024-04-24,Premium,Paid
C01196,Customer 01196,27,Male,Indore,Madhya Pradesh,2024-12-13,Regular,Paid
C01197,Customer 01197,63,Male,Kolkata,West Bengal,2024-01-01,Premium,Social
C01198,Customer 01198,31,Male,Kolkata,West Bengal,2024-03-03,Regular,Referral
C01199,Customer 01199,54,Female,Chennai,Tamil Nadu,2026-01-29,Regular,Social
C01200,Customer 01200,35,Male,Ahmedabad,Gujarat,2026-01-12,Regular,Referral
C01201,Customer 01201,41,,Chennai,Tamil Nadu,2024-08-13,Premium,Paid
C01202,Customer 01202,31,Female,Ahmedabad,Gujarat,2025-02-26,Regular,Paid
C01203,Customer 01203,51,Male,Kochi,Kerala,2024-01-19,Regular,Social
C01204,Customer 01204,29,,Bangalore,Karnataka,2024-01-31,Premium,Paid
C01205,Customer 01205,39,Male,Indore,Madhya Pradesh,2026-04-24,Occasional,Organic
C01206,Customer 01206,23,Female,Kochi,Kerala,2025-09-24,Premium,Paid
C01207,Customer 01207,53,Male,Jaipur,Rajasthan,2024-01-24,Occasional,Paid
C01208,Customer 01208,62,Female,Hyderabad,Telangana,2026-04-16,Premium,Organic
C01209,Customer 01209,53,Male,Delhi,Delhi,2024-07-29,Occasional,Referral
C01210,Customer 01210,39,Female,Ahmedabad,Gujarat,2024-06-09,Premium,Organic
C01211,Customer 01211,31,Female,Jaipur,Rajasthan,2024-09-11,Occasional,Paid
C01212,Customer 01212,33,Male,Hyderabad,Telangana,2025-07-24,Regular,Social
C01213,Customer 01213,53,Female,Lucknow,Uttar Pradesh,2024-04-23,Occasional,Paid
C01214,Customer 01214,42,Male,Pune,Maharashtra,2025-05-18,Regular,Social
C01215,Customer 01215,49,Female,Bangalore,Karnataka,2025-11-02,Premium,Paid
C01216,Customer 01216,50,Female,Chennai,Tamil Nadu,2024-08-07,Occasional,Social
C01217,Customer 01217,62,Male,Chennai,Tamil Nadu,2024-12-22,Premium,Organic
C01218,Customer 01218,53,Male,Kochi,Kerala,2024-06-17,Occasional,Organic
C01219,Customer 01219,37,Male,Kolkata,West Bengal,2025-06-07,Premium,Social
C01220,Customer 01220,35,Female,Hyderabad,Telangana,2024-08-29,Regular,Referral
C01221,Customer 01221,55,Male,Pune,Maharashtra,2025-01-09,Occasional,Organic
C01222,Customer 01222,20,Male,Jaipur,Rajasthan,2024-05-18,Regular,Social
C01223,Customer 01223,40,Male,Bangalore,Karnataka,2024-04-06,Regular,Paid
C01224,Customer 01224,49,Male,Hyderabad,Telangana,2024-05-26,Occasional,Social
C01225,Customer 01225,62,Other,Pune,Maharashtra,2024-06-30,Occasional,Paid
C01226,Customer 01226,33,Male,Delhi,Delhi,2024-02-26,Occasional,Paid
C01227,Customer 01227,22,Female,Ahmedabad,Gujarat,2024-02-11,Regular,Paid
C01228,Customer 01228,21,Female,Chennai,Tamil Nadu,2026-05-15,Regular,Paid
C01229,Customer 01229,38,Female,Jaipur,Rajasthan,2025-12-11,Regular,Paid
C01230,Customer 01230,57,Male,Chennai,Tamil Nadu,2025-06-26,Regular,Paid
C01231,Customer 01231,31,,Jaipur,Rajasthan,2025-11-22,Occasional,Organic
C01232,Customer 01232,56,Female,Kochi,Kerala,2024-01-02,Regular,Organic
C01233,Customer 01233,48,Male,Kolkata,West Bengal,2024-10-14,Regular,Organic
C01234,Customer 01234,31,Male,Jaipur,Rajasthan,2024-05-17,Regular,Social
C01235,Customer 01235,23,Male,Chennai,Tamil Nadu,2025-09-08,Occasional,Referral
C01236,Customer 01236,29,Male,Kochi,Kerala,2025-05-26,Occasional,Referral
C01237,Customer 01237,33,Male,Jaipur,Rajasthan,2025-12-30,Regular,Social
C01238,Customer 01238,34,Female,Delhi,Delhi,2024-08-09,Regular,Referral
C01239,Customer 01239,62,Male,Kolkata,West Bengal,2024-11-26,Occasional,Social
C01240,Customer 01240,40,Female,Jaipur,Rajasthan,2025-09-08,Regular,Paid
C01241,Customer 01241,31,,Kochi,Kerala,2025-02-07,Premium,Organic
C01242,Customer 01242,24,Female,Lucknow,Uttar Pradesh,2025-05-22,Premium,Paid
C01243,Customer 01243,63,Female,Hyderabad,Telangana,2024-05-06,Premium,Paid
C01244,Customer 01244,49,Male,Mumbai,Maharashtra,2024-09-21,Regular,Social
C01245,Customer 01245,32,Female,Pune,Maharashtra,2025-12-12,Occasional,Paid
C01246,Customer 01246,61,Female,Mumbai,Maharashtra,2026-02-02,Regular,Organic
C01247,Customer 01247,34,Female,Lucknow,Uttar Pradesh,2024-01-15,Regular,Referral
C01248,Customer 01248,58,Female,Mumbai,Maharashtra,2024-08-13,Occasional,Paid
C01249,Customer 01249,64,Male,Lucknow,Uttar Pradesh,2026-05-14,Occasional,Organic
C01250,Customer 01250,61,Male,Bangalore,Karnataka,2024-04-14,Regular,Paid
C01251,Customer 01251,51,Female,Lucknow,Uttar Pradesh,2026-01-14,Regular,Social
C01252,Customer 01252,22,Female,Lucknow,Uttar Pradesh,2025-05-07,Premium,Social
C01253,Customer 01253,62,Female,Indore,Madhya Pradesh,2024-11-14,Premium,Referral
C01254,Customer 01254,44,Other,Lucknow,Uttar Pradesh,2024-08-06,Premium,Paid
C01255,Customer 01255,40,Male,Delhi,Delhi,2024-10-03,Regular,Organic
C01256,Customer 01256,57,Male,Hyderabad,Telangana,2026-02-11,Regular,Paid
C01257,Customer 01257,31,Male,Ahmedabad,Gujarat,2026-06-11,Premium,Referral
C01258,Customer 01258,32,Male,Jaipur,Rajasthan,2024-12-06,Premium,Paid
C01259,Customer 01259,60,Female,Pune,Maharashtra,2025-03-27,Regular,Organic
C01260,Customer 01260,50,Female,Kolkata,West Bengal,2025-01-03,Regular,Social
C01261,Customer 01261,48,Male,Hyderabad,Telangana,2026-04-27,Regular,Social
C01262,Customer 01262,52,Male,Chennai,Tamil Nadu,2025-04-18,Regular,Referral
C01263,Customer 01263,34,Male,Ahmedabad,Gujarat,2024-07-08,Regular,Organic
C01264,Customer 01264,45,Male,Bangalore,Karnataka,2026-06-02,Regular,Organic
C01265,Customer 01265,36,Female,Bangalore,Karnataka,2025-02-22,Premium,Organic
C01266,Customer 01266,63,Male,Lucknow,Uttar Pradesh,2025-12-10,Regular,Referral
C01267,Customer 01267,40,Female,Hyderabad,Telangana,2026-05-14,Occasional,Organic
C01268,Customer 01268,49,Female,Kochi,Kerala,2026-02-27,Occasional,Social
C01269,Customer 01269,57,Female,Indore,Madhya Pradesh,2026-04-27,Regular,Social
C01270,Customer 01270,30,Male,Mumbai,Maharashtra,2025-05-09,Occasional,Paid
C01271,Customer 01271,37,Female,Chennai,Tamil Nadu,2024-02-08,Regular,Paid
C01272,Customer 01272,52,Female,Bangalore,Karnataka,2024-06-10,Premium,Referral
C01273,Customer 01273,22,,Pune,Maharashtra,2024-04-30,Occasional,Social
C01274,Customer 01274,26,Male,Bangalore,Karnataka,2026-06-10,Premium,Social
C01275,Customer 01275,46,Male,Kolkata,West Bengal,2025-02-02,Regular,Organic
C01276,Customer 01276,23,Female,Jaipur,Rajasthan,2024-09-18,Regular,Organic
C01277,Customer 01277,42,Male,Bangalore,Karnataka,2025-12-28,Regular,Referral
C01278,Customer 01278,48,Male,Kolkata,West Bengal,2026-04-03,Regular,Referral
C01279,Customer 01279,39,Other,Hyderabad,Telangana,2025-07-14,Regular,Organic
C01280,Customer 01280,19,Male,Hyderabad,Telangana,2025-08-26,Regular,Paid
C01281,Customer 01281,62,Male,Indore,Madhya Pradesh,2024-05-08,Regular,Referral
C01282,Customer 01282,22,Male,Ahmedabad,Gujarat,2026-04-12,Regular,Organic
C01283,Customer 01283,44,Female,Bangalore,Karnataka,2025-06-23,Occasional,Social
C01284,Customer 01284,42,Male,Pune,Maharashtra,2024-12-21,Occasional,Organic
C01285,Customer 01285,25,Female,Bangalore,Karnataka,2025-10-21,Regular,Referral
C01286,Customer 01286,18,Male,Pune,Maharashtra,2025-03-07,Regular,Referral
C01287,Customer 01287,37,Male,Delhi,Delhi,2026-04-19,Occasional,Paid
C01288,Customer 01288,61,Female,Lucknow,Uttar Pradesh,2024-03-05,Premium,Referral
C01289,Customer 01289,40,Male,Ahmedabad,Gujarat,2024-08-05,Regular,Referral
C01290,Customer 01290,49,Other,Delhi,Delhi,2025-07-16,Regular,Social
C01291,Customer 01291,28,Male,Bangalore,Karnataka,2025-03-02,Occasional,Paid
C01292,Customer 01292,56,Male,Ahmedabad,Gujarat,2026-03-27,Premium,Referral
C01293,Customer 01293,64,Male,Bengaluru,Delhi,2024-03-14,Premium,Referral
C01294,Customer 01294,41,Male,Mumbai,Maharashtra,2025-04-04,Regular,Paid
C01295,Customer 01295,28,Other,Bangalore,Karnataka,2025-02-28,Regular,Social
C01296,Customer 01296,46,Female,Delhi,Delhi,2025-12-11,Regular,Organic
C01297,Customer 01297,43,,Mumbai,Maharashtra,2024-07-10,Regular,Organic
C01298,Customer 01298,33,Female,Mumbai,Maharashtra,2024-07-07,Regular,Paid
C01299,Customer 01299,52,Female,Hyderabad,Telangana,2024-01-12,Premium,Organic
C01300,Customer 01300,37,Male,Indore,Madhya Pradesh,2024-08-26,Premium,Social
C01301,Customer 01301,63,Male,Bangalore,Karnataka,2026-05-21,Occasional,Referral
C01302,Customer 01302,20,Female,Mumbai,Maharashtra,2025-08-15,Occasional,Paid
C01303,Customer 01303,18,Female,Hyderabad,Telangana,2025-03-28,Regular,Social
C01304,Customer 01304,64,Other,Delhi,Delhi,2025-01-17,Premium,Paid
C01305,Customer 01305,18,Female,Kolkata,West Bengal,2026-02-20,Premium,Paid
C01306,Customer 01306,34,Female,Bangalore,Karnataka,2026-03-12,Regular,Organic
C01307,Customer 01307,19,Male,Ahmedabad,Gujarat,2024-02-17,Occasional,Paid
C01308,Customer 01308,46,Male,Pune,Maharashtra,2024-11-12,Regular,Organic
C01309,Customer 01309,37,Male,Pune,Maharashtra,2024-07-27,Regular,Referral
C01310,Customer 01310,23,Female,Delhi,Delhi,2025-06-30,Occasional,Paid
C01311,Customer 01311,25,Female,Kochi,Kerala,2024-04-28,Occasional,Paid
C01312,Customer 01312,46,Female,Kochi,Kerala,2025-07-30,Premium,Paid
C01313,Customer 01313,65,Female,Delhi,Delhi,2024-11-10,Regular,Organic
C01314,Customer 01314,50,Female,Mumbai,Maharashtra,2026-01-23,Premium,Social
C01315,Customer 01315,20,Other,Indore,Madhya Pradesh,2024-02-05,Occasional,Organic
C01316,Customer 01316,52,Male,Bangalore,Karnataka,2025-04-07,Occasional,Social
C01317,Customer 01317,22,Female,Pune,Maharashtra,2026-02-02,Regular,Paid
C01318,Customer 01318,44,Female,Pune,Maharashtra,2026-01-24,Premium,Referral
C01319,Customer 01319,61,Male,Indore,Madhya Pradesh,2025-07-07,Regular,Paid
C01320,Customer 01320,29,Other,Mumbai,Maharashtra,2025-08-03,Regular,Social
C01321,Customer 01321,37,Female,Pune,Maharashtra,2025-02-06,Regular,Organic
C01322,Customer 01322,62,Male,Ahmedabad,Gujarat,2024-04-16,Regular,Referral
C01323,Customer 01323,37,Male,Bangalore,Karnataka,2024-02-08,Premium,Social
C01324,Customer 01324,26,Female,Jaipur,Rajasthan,2025-08-03,Occasional,Social
C01325,Customer 01325,56,Female,Pune,Maharashtra,2024-06-28,Regular,Paid
C01326,Customer 01326,21,Female,Delhi,Delhi,2024-01-12,Regular,Social
C01327,Customer 01327,36,Male,Ahmedabad,Gujarat,2024-12-04,Premium,Referral
C01328,Customer 01328,55,Male,Pune,Maharashtra,2025-12-16,Occasional,Organic
C01329,Customer 01329,44,Male,Lucknow,Uttar Pradesh,2025-07-01,Regular,Paid
C01330,Customer 01330,62,Male,Ahmedabad,Gujarat,2024-05-05,Occasional,Paid
C01331,Customer 01331,60,Male,Hyderabad,Telangana,2024-03-03,Regular,Paid
C01332,Customer 01332,30,Female,Jaipur,Rajasthan,2026-04-23,Occasional,Referral
C01333,Customer 01333,30,Male,Chennai,Tamil Nadu,2024-03-22,Occasional,Referral
C01334,Customer 01334,39,Male,Delhi,Delhi,2026-03-29,Regular,Organic
C01335,Customer 01335,45,Male,Delhi,Delhi,2024-10-25,Occasional,Social
C01336,Customer 01336,64,Male,Bangalore,Karnataka,2024-02-03,Regular,Organic
C01337,Customer 01337,62,Female,Indore,Madhya Pradesh,2026-01-21,Regular,Social
C01338,Customer 01338,39,Female,Ahmedabad,Gujarat,2025-08-31,Premium,Social
C01339,Customer 01339,60,Female,Mumbai,Maharashtra,2024-02-18,Regular,Social
C01340,Customer 01340,36,Male,Delhi,Delhi,2025-10-19,Occasional,Social
C01341,Customer 01341,25,Male,Ahmedabad,Gujarat,2025-09-28,Occasional,Organic
C01342,Customer 01342,25,Female,Ahmedabad,Gujarat,2025-12-01,Premium,Paid
C01343,Customer 01343,59,Male,Lucknow,Uttar Pradesh,2024-02-26,Regular,Organic
C01344,Customer 01344,43,Female,Kolkata,West Bengal,2026-05-10,Regular,Organic
C01345,Customer 01345,65,Male,Kolkata,West Bengal,2024-04-18,Regular,Referral
C01346,Customer 01346,43,Female,Chennai,Tamil Nadu,2025-05-31,Premium,Organic
C01347,Customer 01347,40,Male,Hyderabad,Telangana,2024-01-24,Occasional,Social
C01348,Customer 01348,60,Female,Chennai,Tamil Nadu,2024-08-08,Regular,Social
C01349,Customer 01349,30,Female,Pune,Maharashtra,2024-11-10,Regular,Paid
C01350,Customer 01350,45,Female,Mumbai,Maharashtra,2024-10-20,Occasional,Paid
C01351,Customer 01351,26,Female,Pune,Maharashtra,2024-01-10,Regular,Paid
C01352,Customer 01352,37,Female,Kochi,Kerala,2025-11-07,Premium,Social
C01353,Customer 01353,36,,Pune,Maharashtra,2025-04-25,Regular,Referral
C01354,Customer 01354,65,Male,Bangalore,Karnataka,2025-12-27,Premium,Organic
C01355,Customer 01355,56,,Pune,Maharashtra,2025-09-29,Occasional,Paid
C01356,Customer 01356,29,Female,Chennai,Tamil Nadu,2024-09-23,Regular,Paid
C01357,Customer 01357,32,Female,Delhi,Delhi,2026-03-02,Regular,Social
C01358,Customer 01358,48,Male,Delhi,Delhi,2024-03-28,Regular,Organic
C01359,Customer 01359,31,Male,Kolkata,West Bengal,2025-03-30,Premium,Organic
C01360,Customer 01360,28,Other,Indore,Madhya Pradesh,2025-09-17,Occasional,Social
C01361,Customer 01361,43,Male,Mumbai,Maharashtra,2025-06-16,Occasional,Social
C01362,Customer 01362,59,Male,Mumbai,Maharashtra,2024-05-27,Occasional,Social
C01363,Customer 01363,44,Male,Bangalore,Karnataka,2026-01-26,Regular,Paid
C01364,Customer 01364,28,Female,Chennai,Tamil Nadu,2026-02-16,Regular,Referral
C01365,Customer 01365,55,Male,Kolkata,West Bengal,2025-12-29,Premium,Paid
C01366,Customer 01366,51,Female,Lucknow,Uttar Pradesh,2025-03-06,Regular,Organic
C01367,Customer 01367,60,Male,Kochi,Kerala,2026-01-21,Regular,Referral
C01368,Customer 01368,36,Female,Mumbai,Maharashtra,2026-01-13,Regular,Organic
C01369,Customer 01369,23,Female,Delhi,Delhi,2026-01-13,Occasional,Paid
C01370,Customer 01370,63,Male,Pune,Maharashtra,2024-08-29,Premium,Social
C01371,Customer 01371,55,Female,Pune,Maharashtra,2025-12-02,Premium,Paid
C01372,Customer 01372,59,Male,Indore,Madhya Pradesh,2026-01-10,Premium,Social
C01373,Customer 01373,45,Male,Kolkata,West Bengal,2024-03-06,Regular,Organic
C01374,Customer 01374,18,Female,Chennai,Tamil Nadu,2025-01-12,Premium,Paid
C01375,Customer 01375,52,Male,Chennai,Tamil Nadu,2025-01-22,Regular,Referral
C01376,Customer 01376,57,Female,Hyderabad,Telangana,2026-03-01,Regular,Referral
C01377,Customer 01377,25,Male,Jaipur,Rajasthan,2026-02-19,Regular,Paid
C01378,Customer 01378,64,Male,Mumbai,Maharashtra,2024-07-27,Occasional,Social
C01379,Customer 01379,24,Male,Chennai,Tamil Nadu,2025-02-18,Regular,Organic
C01380,Customer 01380,28,Female,Indore,Madhya Pradesh,2024-01-16,Regular,Social
C01381,Customer 01381,56,Male,Delhi,Delhi,2024-10-23,Regular,Organic
C01382,Customer 01382,21,Female,Kolkata,West Bengal,2024-08-07,Regular,Social
C01383,Customer 01383,42,Male,Kochi,Kerala,2026-02-07,Occasional,Paid
C01384,Customer 01384,29,Male,Hyderabad,Telangana,2025-01-01,Premium,Social
C01385,Customer 01385,43,Female,Indore,Madhya Pradesh,2026-02-18,Regular,Referral
C01386,Customer 01386,55,Female,Ahmedabad,Gujarat,2024-08-16,Occasional,Organic
C01387,Customer 01387,63,Male,Bangalore,Karnataka,2025-09-22,Regular,Social
C01388,Customer 01388,29,Female,Kochi,Kerala,2025-03-15,Regular,Organic
C01389,Customer 01389,60,Male,Ahmedabad,Gujarat,2025-11-20,Regular,Organic
C01390,Customer 01390,54,Female,Lucknow,Uttar Pradesh,2025-06-15,Regular,Social
C01391,Customer 01391,63,Female,Pune,Maharashtra,2025-03-25,Occasional,Organic
C01392,Customer 01392,41,Female,Bangalore,Karnataka,2024-02-05,Premium,Organic
C01393,Customer 01393,33,Female,Mumbai,Maharashtra,2026-04-26,Premium,Paid
C01394,Customer 01394,30,Male,Delhi,Delhi,2025-02-25,Regular,Social
C01395,Customer 01395,42,Female,Bangalore,Karnataka,2025-09-11,Regular,Organic
C01396,Customer 01396,21,Female,Jaipur,Rajasthan,2024-07-07,Regular,Paid
C01397,Customer 01397,28,Male,Ahmedabad,Gujarat,2024-06-26,Regular,Referral
C01398,Customer 01398,49,Male,Mumbai,Maharashtra,2025-08-30,Regular,Social
C01399,Customer 01399,24,Female,Jaipur,Rajasthan,2024-11-10,Premium,Social
C01400,Customer 01400,63,Female,Pune,Maharashtra,2024-01-20,Occasional,Referral
C01401,Customer 01401,28,Male,Jaipur,Rajasthan,2025-11-06,Premium,Referral
C01402,Customer 01402,45,Female,Hyderabad,Telangana,2025-01-16,Regular,Paid
C01403,Customer 01403,58,Female,Hyderabad,Telangana,2025-08-31,Regular,Organic
C01404,Customer 01404,40,Male,Lucknow,Uttar Pradesh,2024-05-22,Occasional,Referral
C01405,Customer 01405,62,Male,Kolkata,West Bengal,2024-03-02,Occasional,Social
C01406,Customer 01406,40,Female,Kochi,Kerala,2024-08-29,Occasional,Referral
C01407,Customer 01407,45,Male,Kochi,Kerala,2024-08-25,Premium,Organic
C01408,Customer 01408,60,Male,Mumbai,Maharashtra,2024-05-10,Occasional,Paid
C01409,Customer 01409,64,Female,Pune,Maharashtra,2025-08-27,Regular,Referral
C01410,Customer 01410,43,Female,Chennai,Tamil Nadu,2025-08-25,Regular,Referral
C01411,Customer 01411,42,Female,Lucknow,Uttar Pradesh,2025-10-06,Regular,Referral
C01412,Customer 01412,46,Female,bangalore,Telangana,2024-05-02,Occasional,Paid
C01413,Customer 01413,36,Male,Mumbai,Maharashtra,2025-03-15,Occasional,Organic
C01414,Customer 01414,50,Male,Chennai,Tamil Nadu,2024-12-07,Occasional,Social
C01415,Customer 01415,53,Female,Kochi,Kerala,2025-02-22,Occasional,Referral
C01416,Customer 01416,31,Male,Kolkata,West Bengal,2025-09-21,Regular,Organic
C01417,Customer 01417,31,Female,Jaipur,Rajasthan,2025-03-30,Regular,Paid
C01418,Customer 01418,52,Male,Hyderabad,Telangana,2024-07-16,Premium,Social
C01419,Customer 01419,47,Male,Mumbai,Maharashtra,2024-10-08,Occasional,Social
C01420,Customer 01420,45,Male,Bangalore,Karnataka,2026-06-04,Premium,Paid
C01421,Customer 01421,34,,Chennai,Tamil Nadu,2024-01-01,Occasional,Organic
