Order_ID,Customer_ID,Order_Date,Payment_Method,Shipping_City,Order_Status,Discount_Percentage
O02084,C01661,2025-05-14,COD,Hyderabad,Delivered,15.0
O02085,C01764,2025-03-12,COD,Jaipur,Cancelled,15.0
O02086,C00542,2025-12-12,UPI,Pune,Delivered,5.0
O02087,C01530,2025-11-06,Card,Indore,Delivered,5.0
O02088,C01181,2025-10-06,Card,Indore,Returned,15.0
O02089,C02689,2025-08-07,Card,Jaipur,Delivered,15.0
O02090,C02618,2025-07-04,UPI,Indore,Delivered,5.0
O02091,C02755,2025-11-03,Card,Lucknow,Returned,15.0
O02092,C00929,2025-11-10,Card,Delhi,Delivered,5.0
O02093,C01427,2025-08-05,Card,Chennai,Delivered,20.0
O02094,C03660,2025-10-08,Card,Hyderabad,Delivered,5.0
O02095,C02234,2025-10-08,Card,Hyderabad,Delivered,5.0
O02096,C03910,2025-05-05,UPI,Chennai,Delivered,5.0
O02097,C04991,2025-06-28,COD,Mumbai,Delivered,20.0
O02098,C02062,2025-11-23,UPI,Lucknow,Delivered,20.0
O02099,C04098,2025-02-04,COD,Kochi,Delivered,10.0
O02100,C02564,2025-03-11,UPI,Delhi,Delivered,5.0
O02101,C02804,2025-12-26,Card,Hyderabad,Delivered,5.0
O02102,C02294,2025-06-27,COD,Jaipur,Delivered,5.0
O02103,C01626,2025-02-18,UPI,Kochi,Cancelled,0.0
O02104,C00572,2025-03-09,Net Banking,Ahmedabad,Delivered,0.0
O02105,C04532,2025-01-07,UPI,Ahmedabad,Delivered,25.0
O02106,C02401,2025-04-04,UPI,Ahmedabad,Delivered,15.0
O02107,C01712,2025-03-22,COD,Lucknow,Delivered,15.0
O02108,C00383,2025-09-07,Card,Hyderabad,Delivered,10.0
O02109,C01084,2025-02-07,UPI,Indore,Delivered,5.0
O02110,C01950,2025-12-16,Net Banking,Lucknow,Delivered,0.0
O02111,C02518,2025-02-14,Card,Delhi,Delivered,10.0
O02112,C04170,2025-12-25,UPI,Chennai,Delivered,15.0
O02113,C03498,2025-05-17,COD,Ahmedabad,Delivered,5.0
O02114,C03315,2025-11-07,Card,Delhi,Delivered,5.0
O02115,C04931,2025-11-04,UPI,Bangalore,Delivered,25.0
O02116,C02676,2025-11-01,COD,Indore,Delivered,20.0
O02117,C03395,2025-08-17,COD,Bangalore,Delivered,15.0
O02118,C01204,2025-07-02,Card,Pune,Delivered,0.0
O02119,C00774,2025-11-22,COD,Hyderabad,Delivered,0.0
O02120,C03057,2025-07-23,COD,Chennai,Delivered,5.0
O02121,C02314,2025-04-21,UPI,Ahmedabad,Delivered,5.0
O02122,C02598,2025-03-09,COD,Ahmedabad,Delivered,0.0
O02123,C01404,2025-12-23,UPI,Lucknow,Delivered,5.0
O02124,C04173,2025-02-07,Card,Bangalore,Delivered,10.0
O02125,C03062,2025-07-17,Net Banking,Pune,Cancelled,0.0
O02126,C03326,2025-11-01,COD,Lucknow,Delivered,10.0
O02127,C01404,2025-04-02,UPI,Mumbai,Delivered,10.0
O02128,C03321,2025-09-21,Card,Kolkata,Returned,0.0
O02129,C00870,2025-08-31,Card,Bangalore,Cancelled,15.0
O02130,C01084,2025-04-26,UPI,Mumbai,Delivered,0.0
O02131,C00974,2025-04-05,COD,Kochi,Delivered,10.0
O02132,C01226,2025-08-01,COD,Jaipur,Delivered,30.0
O02133,C01803,2025-09-03,COD,Indore,Delivered,0.0
O02134,C02965,2025-06-22,Card,Bangalore,Delivered,5.0
O02135,C01189,2025-10-12,UPI,Pune,Returned,0.0
O02136,C03444,2025-03-20,COD,Kolkata,Delivered,5.0
O02137,C03935,2025-10-07,UPI,Pune,Delivered,20.0
O02138,C04410,2025-05-29,UPI,Pune,Delivered,25.0
O02139,C01322,2025-10-06,Net Banking,Lucknow,Delivered,20.0
O02140,C02024,2025-12-17,COD,Kochi,Delivered,15.0
O02141,C04732,2025-08-14,Card,Delhi,Delivered,15.0
O02142,C04513,2025-11-19,UPI,Mumbai,Delivered,0.0
O02143,C00439,2025-04-28,UPI,Delhi,Delivered,5.0
O02144,C00165,2025-03-14,Card,Chennai,Delivered,5.0
O02145,C03338,2025-01-06,Card,Ahmedabad,Delivered,0.0
O02146,C03351,2025-11-17,Card,Lucknow,Delivered,20.0
O02147,C00988,2025-01-22,COD,Jaipur,Delivered,5.0
O02148,C02530,2025-06-28,Card,Kolkata,Returned,0.0
O02149,C04613,2025-07-15,Card,Hyderabad,Delivered,0.0
O02150,C04178,2025-04-19,COD,Kolkata,Delivered,25.0
O02151,C04215,2025-07-04,Card,Jaipur,Delivered,20.0
O02152,C03846,2025-02-24,Net Banking,Chennai,Delivered,25.0
O02153,C01327,2025-08-17,COD,Mumbai,Delivered,25.0
O02154,C03287,2025-01-19,UPI,Bangalore,Delivered,15.0
O02155,C00028,2025-12-30,Net Banking,Chennai,Delivered,5.0
O02156,C02025,2025-08-04,UPI,Ahmedabad,Delivered,5.0
O02157,C04594,2025-02-17,Net Banking,Lucknow,Delivered,10.0
O02158,C00194,2025-06-09,Card,Lucknow,Delivered,15.0
O02159,C00592,2025-09-30,Card,Hyderabad,Delivered,25.0
O02160,C02490,2025-04-06,UPI,Lucknow,Delivered,10.0
O02161,C01858,2025-01-30,UPI,Indore,Delivered,5.0
O02162,C00113,2025-05-01,UPI,Pune,Delivered,5.0
O02163,C01318,2025-12-20,COD,Jaipur,Delivered,5.0
O02164,C01738,2025-07-09,Card,Kolkata,Delivered,0.0
O02165,C02062,2025-06-01,Card,Chennai,Delivered,5.0
O02166,C01691,2025-09-12,Net Banking,Jaipur,Returned,5.0
O02167,C03669,2025-07-10,UPI,Delhi,Delivered,15.0
O02168,C01395,2025-05-22,COD,Bangalore,Delivered,10.0
O02169,C03169,2025-09-03,Card,Ahmedabad,Delivered,5.0
O02170,C03560,2025-02-03,UPI,Jaipur,Cancelled,10.0
O02171,C02237,2025-07-06,COD,Lucknow,Delivered,15.0
O02172,C03884,2025-03-27,Card,Kochi,Delivered,10.0
O02173,C03252,2025-06-10,UPI,Lucknow,Delivered,0.0
O02174,C03933,2025-12-30,Card,Indore,Delivered,5.0
O02175,C03015,2025-04-28,COD,Kochi,Delivered,5.0
O02176,C03487,2025-04-21,UPI,Kolkata,Delivered,5.0
O02177,C01129,2025-02-27,Card,Indore,Delivered,0.0
O02178,C01697,2025-01-18,COD,Hyderabad,Returned,15.0
O02179,C00133,2025-12-25,COD,Pune,Delivered,10.0
O02180,C04666,2025-05-20,COD,Pune,Cancelled,20.0
O02181,C04221,2025-07-13,UPI,Ahmedabad,Delivered,10.0
O02182,C03540,2025-05-10,Card,Hyderabad,Delivered,30.0
O02183,C02989,2025-07-31,COD,Pune,Delivered,15.0
O02184,C04303,2025-10-11,UPI,Jaipur,Delivered,20.0
O02185,C03294,2025-04-30,Card,Hyderabad,Delivered,25.0
O02186,C00312,2025-02-11,COD,Mumbai,Returned,10.0
O02187,C02430,2025-01-03,COD,Kolkata,Delivered,10.0
O02188,C01786,2025-08-17,UPI,Chennai,Delivered,20.0
O02189,C04392,2025-08-17,UPI,Ahmedabad,Delivered,10.0
O02190,C00402,2025-12-09,Card,Kolkata,Returned,0.0
O02191,C01597,2025-05-21,Card,Bangalore,Delivered,15.0
O02192,C00122,2025-02-26,COD,Bangalore,Delivered,25.0
O02193,C00751,2025-08-04,UPI,Mumbai,Delivered,15.0
O02194,C00106,2025-05-11,UPI,Ahmedabad,Delivered,15.0
O02195,C01060,2025-04-24,Card,Delhi,Delivered,0.0
O02196,C04168,2025-07-10,COD,Hyderabad,Delivered,15.0
O02197,C04664,2025-08-31,COD,Pune,Delivered,0.0
O02198,C03239,2025-10-21,Card,Lucknow,Delivered,25.0
O02199,C01245,2025-11-11,Net Banking,Bangalore,Delivered,20.0
O02200,C00076,2025-01-28,Card,Chennai,Returned,30.0
O02201,C01010,2025-01-26,Card,Mumbai,Delivered,5.0
O02202,C03283,2025-03-25,UPI,Pune,Cancelled,10.0
O02203,C02276,2025-12-13,Net Banking,Indore,Delivered,10.0
O02204,C03809,2025-11-17,Card,Indore,Delivered,10.0
O02205,C00453,2025-11-26,UPI,Delhi,Delivered,10.0
O02206,C00766,2025-07-21,UPI,Jaipur,Delivered,30.0
O02207,C04583,2025-03-02,UPI,Bangalore,Delivered,20.0
O02208,C02716,2025-07-04,UPI,Mumbai,Delivered,10.0
O02209,C01498,2025-09-03,UPI,Jaipur,Delivered,10.0
O02210,C03947,2025-01-01,Net Banking,Pune,Delivered,15.0
O02211,C03733,2025-08-31,UPI,Delhi,Delivered,10.0
O02212,C04926,2025-02-01,Card,Lucknow,Delivered,15.0
O02213,C02839,2025-08-23,UPI,Ahmedabad,Delivered,15.0
O02214,C00490,2025-01-17,COD,Chennai,Delivered,25.0
O02215,C02424,2025-03-30,Card,Mumbai,Delivered,20.0
O02216,C01936,2025-02-21,UPI,Kochi,Delivered,0.0
O02217,C02750,2025-06-13,COD,Bangalore,Delivered,10.0
O02218,C03297,2025-10-30,COD,Hyderabad,Delivered,10.0
O02219,C04571,2025-02-01,Net Banking,Kolkata,Delivered,5.0
O02220,C03692,2025-07-17,UPI,Mumbai,Delivered,10.0
O02221,C01104,2025-12-17,Card,Bangalore,Delivered,25.0
O02222,C01600,2025-07-20,Net Banking,Pune,Delivered,5.0
O02223,C03282,2025-04-17,COD,Kolkata,Delivered,5.0
O02224,C03161,2025-12-02,COD,Bangalore,Delivered,20.0
O02225,C03946,2025-12-11,Card,Kochi,Delivered,0.0
O02226,C00226,2025-10-23,Card,Bangalore,Delivered,20.0
O02227,C04804,2025-01-28,COD,Pune,Delivered,5.0
O02228,C01715,2025-12-03,UPI,Chennai,Delivered,10.0
O02229,C04150,2025-10-14,Card,Bangalore,Delivered,10.0
O02230,C02244,2025-04-29,COD,Lucknow,Delivered,10.0
O02231,C02893,2025-12-09,UPI,Jaipur,Delivered,25.0
O02232,C02346,2025-01-31,UPI,Delhi,Delivered,0.0
O02233,C00579,2025-06-03,UPI,Kochi,Delivered,15.0
O02234,C01699,2025-09-17,COD,Bangalore,Delivered,20.0
O02235,C04596,2025-04-17,COD,Mumbai,Delivered,10.0
O02236,C02672,2025-09-08,Card,Kochi,Delivered,25.0
O02237,C04302,2025-12-29,COD,Hyderabad,Delivered,10.0
O02238,C02928,2025-04-17,Card,Delhi,Delivered,15.0
O02239,C00279,2025-04-27,COD,Kochi,Delivered,15.0
O02240,C01469,2025-09-02,UPI,Ahmedabad,Delivered,0.0
O02241,C04773,2025-03-20,Card,Bangalore,Delivered,10.0
O02242,C00941,2025-08-17,UPI,Bangalore,Delivered,5.0
O02243,C02319,2025-01-23,UPI,Ahmedabad,Delivered,10.0
O02244,C04537,2025-07-16,UPI,Lucknow,Delivered,20.0
O02245,C01784,2025-12-27,Card,Bangalore,Delivered,10.0
O02246,C01876,2025-07-07,COD,Lucknow,Delivered,10.0
O02247,C04644,2025-08-05,Card,Kolkata,Delivered,15.0
O02248,C03227,2025-09-04,UPI,Lucknow,Delivered,10.0
O02249,C03729,2025-06-03,Net Banking,Hyderabad,Delivered,10.0
O02250,C00986,2025-07-14,UPI,Bangalore,Delivered,5.0
O02251,C02820,2025-04-26,Net Banking,Kolkata,Delivered,15.0
O02252,C03971,2025-07-15,Net Banking,Chennai,Delivered,15.0
O02253,C02067,2025-02-24,Card,Bangalore,Delivered,10.0
O02254,C00425,2025-06-24,UPI,Mumbai,Delivered,0.0
O02255,C02106,2025-05-24,Card,Mumbai,Cancelled,10.0
O02256,C02471,2025-11-10,COD,Hyderabad,Delivered,10.0
O02257,C03795,2025-12-29,Card,Mumbai,Cancelled,10.0
O02258,C02892,2025-08-05,UPI,Hyderabad,Delivered,5.0
O02259,C01684,2025-09-14,COD,Jaipur,Delivered,20.0
O02260,C03174,2025-05-07,Card,Mumbai,Delivered,10.0
O02261,C03148,2025-06-22,UPI,Pune,Delivered,15.0
O02262,C04062,2025-04-04,Net Banking,Lucknow,Delivered,10.0
O02263,C04052,2025-08-07,Net Banking,Bangalore,Delivered,15.0
O02264,C03652,2025-02-21,UPI,Jaipur,Delivered,20.0
O02265,C04162,2025-01-19,UPI,Kolkata,Delivered,5.0
O02266,C04911,2025-12-24,Card,Chennai,Delivered,20.0
O02267,C01175,2025-08-25,UPI,Kolkata,Delivered,15.0
O02268,C02950,2025-06-20,UPI,Kochi,Delivered,10.0
O02269,C01810,2025-10-02,COD,Jaipur,Delivered,10.0
O02270,C00437,2025-10-22,Net Banking,Bangalore,Delivered,5.0
O02271,C04886,2025-12-30,UPI,Kochi,Delivered,10.0
O02272,C00235,2025-06-09,COD,Hyderabad,Delivered,5.0
O02273,C04771,2025-08-28,UPI,Indore,Delivered,20.0
O02274,C02146,2025-03-06,UPI,Chennai,Delivered,10.0
O02275,C03576,2025-08-05,UPI,Ahmedabad,Delivered,5.0
O02276,C04857,2025-02-16,UPI,Mumbai,Delivered,0.0
O02277,C03562,2025-03-15,Card,Indore,Delivered,15.0
O02278,C02475,2025-06-13,COD,Kolkata,Delivered,15.0
O02279,C00227,2025-07-17,Card,Chennai,Delivered,5.0
O02280,C02611,2025-11-24,Card,Ahmedabad,Delivered,0.0
O02281,C02276,2025-05-28,UPI,Bangalore,Delivered,15.0
O02282,C04802,2025-03-27,COD,Pune,Delivered,5.0
O02283,C01816,2025-01-09,UPI,Ahmedabad,Delivered,20.0
O02284,C03855,2025-09-10,UPI,Bangalore,Returned,15.0
O02285,C03996,2025-08-20,UPI,Chennai,Delivered,20.0
O02286,C01411,2025-09-04,UPI,Hyderabad,Delivered,30.0
O02287,C04765,2025-01-01,Card,Kochi,Returned,5.0
O02288,C03380,2025-09-24,UPI,Chennai,Returned,10.0
O02289,C01846,2025-04-15,COD,Jaipur,Delivered,10.0
O02290,C01338,2025-08-22,COD,Kolkata,Delivered,0.0
O02291,C00118,2025-09-14,UPI,Mumbai,Delivered,10.0
O02292,C01869,2025-03-22,Card,Jaipur,Delivered,10.0
O02293,C02098,2025-05-03,Card,Mumbai,Delivered,0.0
O02294,C01814,2025-06-21,Net Banking,Mumbai,Delivered,20.0
O02295,C01588,2025-11-03,UPI,Indore,Delivered,5.0
O02296,C03253,2025-09-30,Card,Hyderabad,Delivered,15.0
O02297,C00543,2025-12-25,UPI,Jaipur,Delivered,0.0
O02298,C02375,2025-09-04,Card,Chennai,Cancelled,0.0
O02299,C01527,2025-12-29,UPI,Kochi,Delivered,30.0
O02300,C03568,2025-07-13,UPI,Mumbai,Delivered,0.0
O02301,C01270,2025-04-22,UPI,Indore,Delivered,15.0
O02302,C00602,2025-01-23,UPI,Hyderabad,Delivered,10.0
O02303,C03615,2025-11-11,UPI,Bangalore,Delivered,10.0
O02304,C02150,2025-07-21,Card,Kochi,Delivered,0.0
O02305,C03302,2025-04-16,Card,Kochi,Delivered,5.0
O02306,C00388,2025-04-04,Card,Delhi,Returned,20.0
O02307,C03681,2025-01-25,UPI,Delhi,Cancelled,20.0
O02308,C01603,2025-05-25,UPI,Kochi,Delivered,10.0
O02309,C03283,2025-01-19,COD,Hyderabad,Delivered,10.0
O02310,C02697,2025-07-29,UPI,Kolkata,Delivered,10.0
O02311,C04435,2025-03-23,COD,Lucknow,Delivered,15.0
O02312,C04152,2025-02-15,COD,Lucknow,Delivered,20.0
O02313,C03834,2025-02-04,UPI,Ahmedabad,Delivered,15.0
O02314,C01306,2025-07-21,COD,Pune,Delivered,10.0
O02315,C00717,2025-01-23,Card,Jaipur,Delivered,10.0
O02316,C03656,2025-12-31,Card,Chennai,Delivered,5.0
O02317,C02992,2025-10-27,COD,Lucknow,Delivered,30.0
O02318,C00314,2025-09-22,Card,Chennai,Delivered,25.0
O02319,C02281,2025-12-12,COD,Chennai,Delivered,25.0
O02320,C02623,2025-12-15,Card,Jaipur,Delivered,0.0
O02321,C00888,2025-07-06,COD,Mumbai,Delivered,15.0
O02322,C04343,2025-10-25,Card,Pune,Delivered,15.0
O02323,C02490,2025-07-09,UPI,Kochi,Delivered,5.0
O02324,C01923,2025-08-28,UPI,Delhi,Delivered,20.0
O02325,C04030,2025-12-15,Net Banking,Ahmedabad,Delivered,15.0
O02326,C03064,2025-05-07,UPI,Jaipur,Delivered,15.0
O02327,C00161,2025-10-18,Card,Lucknow,Delivered,0.0
O02328,C02188,2025-04-21,UPI,Lucknow,Delivered,30.0
O02329,C02352,2025-02-12,UPI,Kochi,Delivered,15.0
O02330,C01484,2025-10-28,UPI,Jaipur,Returned,25.0
O02331,C03893,2025-05-14,UPI,Chennai,Delivered,0.0
O02332,C01738,2025-01-13,Card,Kochi,Delivered,15.0
O02333,C04221,2025-01-11,COD,Lucknow,Delivered,15.0
O02334,C01909,2025-04-12,Card,Lucknow,Returned,0.0
O02335,C01371,2025-07-16,Card,Indore,Delivered,0.0
O02336,C01978,2025-02-24,Card,Jaipur,Delivered,15.0
O02337,C03396,2025-07-02,COD,Delhi,Delivered,15.0
O02338,C02455,2025-01-19,Card,Ahmedabad,Delivered,20.0
O02339,C04260,2025-12-29,UPI,Pune,Delivered,15.0
O02340,C04958,2025-09-19,Card,Kolkata,Returned,5.0
O02341,C02288,2025-01-09,COD,Indore,Delivered,25.0
O02342,C01237,2025-05-28,COD,Jaipur,Delivered,5.0
O02343,C03175,2025-01-25,COD,Pune,Delivered,15.0
O02344,C01207,2025-11-02,UPI,Ahmedabad,Delivered,10.0
O02345,C00505,2025-03-13,Net Banking,Lucknow,Delivered,0.0
O02346,C03768,2025-11-18,UPI,Ahmedabad,Delivered,25.0
O02347,C04621,2025-02-26,UPI,Delhi,Cancelled,10.0
O02348,C01404,2025-01-22,Card,Pune,Delivered,0.0
O02349,C01768,2025-11-08,UPI,Ahmedabad,Cancelled,5.0
O02350,C03734,2025-02-05,Card,Delhi,Delivered,15.0
O02351,C00701,2025-06-28,COD,Jaipur,Delivered,10.0
O02352,C03205,2025-03-09,Net Banking,Kochi,Delivered,5.0
O02353,C04146,2025-01-01,Card,Kolkata,Delivered,10.0
O02354,C03006,2025-02-17,Card,Kochi,Delivered,5.0
O02355,C04791,2025-06-01,Net Banking,Pune,Delivered,10.0
O02356,C04122,2025-07-16,Card,Ahmedabad,Delivered,5.0
O02357,C04083,2025-02-27,Net Banking,Ahmedabad,Delivered,10.0
O02358,C00011,2025-02-17,COD,Chennai,Delivered,20.0
O02359,C04904,2025-12-21,UPI,Pune,Delivered,5.0
O02360,C02059,2025-08-22,UPI,Ahmedabad,Delivered,0.0
O02361,C03678,2025-07-07,Card,Lucknow,Delivered,0.0
O02362,C02820,2025-04-24,COD,Mumbai,Delivered,20.0
O02363,C00973,2025-03-31,COD,Kochi,Delivered,10.0
O02364,C03793,2025-06-18,Card,Kolkata,Delivered,15.0
O02365,C02455,2025-12-29,UPI,Hyderabad,Delivered,0.0
O02366,C00842,2025-12-27,UPI,Jaipur,Delivered,0.0
O02367,C04455,2025-06-26,Net Banking,Mumbai,Delivered,10.0
O02368,C00285,2025-07-11,Card,Pune,Delivered,15.0
O02369,C02436,2025-05-13,Card,Mumbai,Delivered,15.0
O02370,C02832,2025-06-21,COD,Kochi,Delivered,10.0
O02371,C04521,2025-01-18,COD,Mumbai,Delivered,15.0
O02372,C01030,2025-09-08,Card,Bangalore,Delivered,0.0
O02373,C04452,2025-04-22,Card,Jaipur,Delivered,15.0
O02374,C02967,2025-02-09,COD,Hyderabad,Delivered,10.0
O02375,C00554,2025-04-12,UPI,Mumbai,Delivered,20.0
O02376,C00268,2025-06-23,Card,Kochi,Delivered,10.0
O02377,C01241,2025-11-10,UPI,Kolkata,Delivered,10.0
O02378,C04160,2025-12-07,COD,Kolkata,Delivered,10.0
O02379,C02490,2025-10-29,Net Banking,Indore,Delivered,20.0
O02380,C02589,2025-07-15,Net Banking,Pune,Delivered,0.0
O02381,C00470,2025-03-13,UPI,Pune,Delivered,20.0
O02382,C03288,2025-07-01,Card,Kolkata,Delivered,0.0
O02383,C03937,2025-08-29,UPI,Chennai,Delivered,10.0
O02384,C02020,2025-10-16,UPI,Lucknow,Delivered,10.0
O02385,C02024,2025-11-19,Card,Indore,Delivered,5.0
O02386,C01590,2025-04-23,COD,Indore,Returned,0.0
O02387,C04974,2025-12-06,UPI,Jaipur,Delivered,0.0
O02388,C02061,2025-06-12,UPI,Hyderabad,Delivered,15.0
O02389,C04318,2025-02-08,Card,Mumbai,Delivered,0.0
O02390,C01420,2025-08-23,UPI,Mumbai,Delivered,15.0
O02391,C00881,2025-03-12,UPI,Delhi,Delivered,30.0
O02392,C00839,2025-08-07,Card,Lucknow,Delivered,15.0
O02393,C00752,2025-01-05,Card,Pune,Delivered,0.0
O02394,C00270,2025-08-29,Card,Mumbai,Delivered,10.0
O02395,C03370,2025-06-14,UPI,Bangalore,Delivered,20.0
O02396,C04828,2025-01-01,UPI,Kolkata,Delivered,25.0
O02397,C04712,2025-07-03,UPI,Kochi,Delivered,15.0
O02398,C03504,2025-01-08,UPI,Pune,Cancelled,5.0
O02399,C03961,2025-04-18,UPI,Chennai,Delivered,5.0
O02400,C02076,2025-07-04,COD,Pune,Delivered,15.0
O02401,C01313,2025-10-11,UPI,Pune,Delivered,15.0
O02402,C02285,2025-06-03,UPI,Indore,Delivered,10.0
O02403,C00384,2025-02-03,UPI,Pune,Delivered,0.0
O02404,C04181,2025-12-18,Card,Lucknow,Returned,15.0
O02405,C04342,2025-01-22,UPI,Bangalore,Delivered,10.0
O02406,C02809,2025-05-28,UPI,Lucknow,Delivered,0.0
O02407,C00804,2025-05-31,UPI,Ahmedabad,Cancelled,10.0
O02408,C04336,2025-03-08,Net Banking,Hyderabad,Delivered,0.0
O02409,C01097,2025-03-19,COD,Hyderabad,Delivered,20.0
O02410,C03743,2025-08-20,COD,Kochi,Delivered,15.0
O02411,C04484,2025-02-08,UPI,Kolkata,Delivered,0.0
O02412,C03720,2025-06-14,UPI,Indore,Delivered,10.0
O02413,C04772,2025-04-09,Card,Jaipur,Delivered,15.0
O02414,C02697,2025-05-09,UPI,Kochi,Delivered,20.0
O02415,C04267,2025-01-19,Card,Jaipur,Delivered,0.0
O02416,C00809,2025-09-28,Card,Lucknow,Returned,0.0
O02417,C02152,2025-01-01,Card,Hyderabad,Delivered,15.0
O02418,C03294,2025-10-14,Card,Lucknow,Delivered,5.0
O02419,C01306,2025-06-29,UPI,Jaipur,Delivered,10.0
O02420,C03460,2025-09-13,COD,Bangalore,Delivered,10.0
O02421,C02420,2025-06-23,COD,Pune,Delivered,10.0
O02422,C04225,2025-12-08,Card,Jaipur,Delivered,5.0
O02423,C01197,2025-02-19,UPI,Chennai,Delivered,0.0
O02424,C04568,2025-01-20,COD,Hyderabad,Delivered,10.0
O02425,C03525,2025-04-15,Net Banking,Hyderabad,Delivered,10.0
O02426,C01526,2025-07-09,Card,Chennai,Delivered,10.0
O02427,C01600,2025-08-27,Card,Kochi,Delivered,5.0
O02428,C01045,2025-02-12,COD,Jaipur,Delivered,20.0
O02429,C02154,2025-01-05,Card,Chennai,Delivered,5.0
O02430,C01868,2025-09-05,COD,Delhi,Delivered,0.0
O02431,C01376,2025-03-07,Card,Hyderabad,Delivered,15.0
O02432,C00612,2025-09-08,COD,Hyderabad,Delivered,10.0
O02433,C03317,2025-05-08,Card,Bangalore,Delivered,5.0
O02434,C01599,2025-07-04,UPI,Lucknow,Delivered,0.0
O02435,C04950,2025-07-07,Card,Kolkata,Delivered,10.0
O02436,C01978,2025-07-02,UPI,Kochi,Delivered,0.0
O02437,C04398,2025-03-12,Card,Indore,Delivered,5.0
O02438,C00639,2025-03-07,Card,Kochi,Delivered,25.0
O02439,C04167,2025-11-25,Card,Bangalore,Delivered,0.0
O02440,C01923,2025-09-07,UPI,Hyderabad,Delivered,5.0
O02441,C00646,2025-06-04,UPI,Mumbai,Delivered,0.0
O02442,C04270,2025-03-20,UPI,Chennai,Delivered,20.0
O02443,C01999,2025-01-19,COD,Delhi,Delivered,25.0
O02444,C00090,2025-09-26,COD,Hyderabad,Delivered,0.0
O02445,C03279,2025-02-14,COD,Jaipur,Delivered,20.0
O02446,C02367,2025-09-19,UPI,Indore,Delivered,0.0
O02447,C00824,2025-08-10,UPI,Delhi,Delivered,5.0
O02448,C00551,2025-05-09,COD,Jaipur,Cancelled,10.0
O02449,C00060,2025-04-16,UPI,Chennai,Delivered,10.0
O02450,C04223,2025-09-08,Card,Mumbai,Returned,0.0
O02451,C04179,2025-05-01,COD,Kochi,Delivered,15.0
O02452,C01244,2025-08-18,Card,Indore,Delivered,15.0
O02453,C03480,2025-10-08,Card,Kochi,Delivered,25.0
O02454,C00946,2025-08-15,UPI,Kochi,Delivered,5.0
O02455,C01641,2025-10-02,Net Banking,Kochi,Delivered,10.0
O02456,C01953,2025-05-18,UPI,Indore,Delivered,5.0
O02457,C02634,2025-06-22,UPI,Jaipur,Cancelled,0.0
O02458,C03502,2025-11-23,Card,Delhi,Delivered,0.0
O02459,C00890,2025-09-28,UPI,Jaipur,Delivered,15.0
O02460,C00574,2025-08-03,Card,Hyderabad,Delivered,5.0
O02461,C00513,2025-08-16,Card,Bangalore,Delivered,10.0
O02462,C04161,2025-04-17,UPI,Bangalore,Delivered,25.0
O02463,C01965,2025-06-08,UPI,Lucknow,Delivered,0.0
O02464,C04052,2025-05-16,UPI,Delhi,Delivered,10.0
O02465,C02231,2025-09-08,UPI,Chennai,Delivered,10.0
O02466,C02284,2025-01-30,UPI,Hyderabad,Delivered,30.0
O02467,C04985,2025-04-08,COD,Chennai,Delivered,20.0
O02468,C00612,2025-04-07,UPI,Ahmedabad,Delivered,0.0
O02469,C00438,2025-09-14,UPI,Hyderabad,Delivered,0.0
O02470,C01460,2025-09-29,UPI,Mumbai,Cancelled,0.0
O02471,C00524,2025-01-11,Card,Chennai,Cancelled,5.0
O02472,C03578,2025-12-08,COD,Indore,Delivered,5.0
O02473,C04896,2025-06-17,Net Banking,Pune,Delivered,0.0
O02474,C03399,2025-07-30,Card,Mumbai,Returned,10.0
O02475,C02262,2025-06-21,UPI,Chennai,Delivered,25.0
O02476,C01024,2025-11-22,UPI,Indore,Returned,15.0
O02477,C01580,2025-04-30,UPI,Chennai,Delivered,5.0
O02478,C00322,2025-07-04,COD,Ahmedabad,Cancelled,15.0
O02479,C03127,2025-02-08,Card,Jaipur,Delivered,30.0
O02480,C02832,2025-09-14,UPI,Delhi,Delivered,20.0
O02481,C04276,2025-10-06,COD,Indore,Delivered,10.0
O02482,C02428,2025-08-18,COD,Kolkata,Delivered,5.0
O02483,C02981,2025-04-25,COD,Indore,Delivered,15.0
O02484,C03758,2025-10-31,UPI,Jaipur,Delivered,15.0
O02485,C00450,2025-04-01,UPI,Jaipur,Delivered,5.0
O02486,C01285,2025-11-05,UPI,Delhi,Delivered,5.0
O02487,C03519,2025-03-02,Card,Mumbai,Delivered,15.0
O02488,C01661,2025-04-13,Card,Lucknow,Delivered,20.0
O02489,C00904,2025-08-03,COD,Indore,Delivered,0.0
O02490,C01178,2025-04-12,UPI,Indore,Delivered,30.0
O02491,C00330,2025-05-23,Card,Pune,Delivered,5.0
O02492,C00637,2025-03-31,COD,Kolkata,Delivered,5.0
O02493,C01890,2025-04-28,UPI,Delhi,Delivered,0.0
O02494,C01868,2025-05-19,UPI,Mumbai,Delivered,0.0
O02495,C02516,2025-10-30,Card,Kochi,Delivered,5.0
O02496,C00413,2025-08-28,COD,Lucknow,Delivered,10.0
O02497,C03834,2025-05-16,Net Banking,Indore,Delivered,20.0
O02498,C02416,2025-01-05,COD,Ahmedabad,Delivered,0.0
O02499,C02587,2025-07-28,COD,Pune,Delivered,10.0
O02500,C01565,2025-03-28,Card,Lucknow,Cancelled,10.0
O02501,C04611,2025-12-13,UPI,Lucknow,Cancelled,30.0
O02502,C00481,2025-11-15,COD,Chennai,Delivered,5.0
