Campaign_ID,Customer_ID,Campaign_Type,Campaign_Name,Campaign_Date,Sent,Opened,Clicked,Converted,Campaign_Cost
M01613,C04206,SMS,Clearance,2025-06-20,1,0,0,0,5.54
M01614,C00266,SMS,New Arrival,2025-02-19,1,0,0,0,5.07
M01615,C04249,Email,Festive Sale,2025-03-23,1,1,0,0,7.13
M01616,C00985,Email,Festive Sale,2025-12-08,1,1,1,0,7.36
M01617,C00524,Social,Win Back,2025-09-03,1,0,0,0,5.17
M01618,C00304,Email,Festive Sale,2025-05-14,1,0,0,0,7.91
M01619,C02755,Email,Win Back,2025-01-25,1,0,0,0,1.02
M01620,C02454,Push,Loyalty Offer,2025-02-05,1,1,0,0,6.26
M01621,C03887,Email,Clearance,2025-07-31,1,1,0,0,3.69
M01622,C02396,SMS,Weekend Offer,2025-06-30,1,0,0,0,1.64
M01623,C04007,Social,Loyalty Offer,2025-03-07,1,1,0,0,7.98
M01624,C02725,SMS,Win Back,2025-05-02,1,0,0,0,6.3
M01625,C04369,SMS,New Arrival,2025-02-10,1,1,0,0,2.5
M01626,C03217,Social,New Arrival,2025-05-16,1,0,0,0,4.78
M01627,C04020,Email,New Arrival,2025-01-03,1,0,0,0,4.3
M01628,C01191,Social,Weekend Offer,2025-10-03,1,1,0,0,0.57
M01629,C03463,Email,Loyalty Offer,2025-05-14,1,0,0,0,5.97
M01630,C02340,SMS,Clearance,2025-06-07,1,0,0,0,4.41
M01631,C03068,Social,Weekend Offer,2025-06-13,1,0,0,0,7.26
M01632,C03900,Email,Weekend Offer,2025-05-20,1,0,0,0,7.44
M01633,C00295,Social,Win Back,2025-04-05,1,0,0,0,1.48
M01634,C04086,Email,Loyalty Offer,2025-04-08,1,0,0,0,3.6
M01635,C04627,Email,Win Back,2025-05-13,1,0,0,0,7.66
M01636,C01661,Social,Festive Sale,2025-06-11,1,0,0,0,2.1
M01637,C00925,Email,Clearance,2025-12-04,1,1,0,0,6.34
M01638,C02849,Email,Loyalty Offer,2025-11-15,1,1,0,0,7.03
M01639,C00288,Email,Loyalty Offer,2025-12-28,1,0,0,0,2.38
M01640,C00505,Social,Loyalty Offer,2025-02-21,1,1,1,0,1.94
M01641,C03787,Email,Clearance,2025-05-19,1,0,0,0,6.25
M01642,C00359,SMS,New Arrival,2025-10-21,1,1,0,0,6.91
M01643,C03875,SMS,Win Back,2025-05-01,1,0,0,1,7.49
M01644,C04632,Email,Festive Sale,2025-01-07,1,1,0,0,4.05
M01645,C04123,Push,Win Back,2025-09-08,1,0,0,0,3.31
M01646,C01838,Push,Weekend Offer,2025-11-07,1,0,0,0,0.61
M01647,C04578,Email,Clearance,2025-07-05,1,0,0,0,4.77
M01648,C03066,SMS,Clearance,2025-08-14,1,0,0,0,3.08
M01649,C03738,Email,Clearance,2025-12-31,1,0,0,0,7.68
M01650,C00917,SMS,Clearance,2025-02-20,1,1,1,1,7.72
M01651,C04520,Email,New Arrival,2025-09-01,1,1,0,0,1.11
M01652,C00660,Email,New Arrival,2025-02-05,1,0,0,0,2.91
M01653,C03430,Email,Win Back,2025-04-07,1,0,0,0,1.79
M01654,C00790,Email,Loyalty Offer,2025-08-04,1,1,0,0,6.7
M01655,C03505,SMS,Loyalty Offer,2025-12-06,1,1,1,0,2.88
M01656,C00150,Email,Weekend Offer,2025-04-13,1,1,0,0,2.38
M01657,C01030,Push,Win Back,2025-03-04,1,1,1,0,2.2
M01658,C00632,Email,Loyalty Offer,2025-05-28,1,1,0,0,2.32
M01659,C01949,Email,Weekend Offer,2025-08-01,1,1,0,0,0.66
M01660,C04405,Email,Clearance,2025-11-03,1,0,0,0,7.67
M01661,C01440,SMS,New Arrival,2025-07-16,1,0,0,0,6.47
M01662,C04567,Push,New Arrival,2025-08-22,1,0,0,0,7.25
M01663,C02260,Social,Weekend Offer,2025-12-07,1,1,0,0,6.34
M01664,C00488,Email,Win Back,2025-09-28,1,0,0,0,4.42
M01665,C01849,Email,Loyalty Offer,2025-03-26,1,0,0,0,6.86
M01666,C01130,SMS,Festive Sale,2025-01-04,1,0,0,0,3.86
M01667,C00007,Social,New Arrival,2025-10-31,1,0,0,0,4.22
M01668,C04953,SMS,Festive Sale,2025-01-04,1,1,0,0,7.89
M01669,C02489,Push,Festive Sale,2025-09-20,1,1,0,0,7.69
M01670,C02993,Social,Weekend Offer,2025-02-05,1,0,0,0,2.69
M01671,C01488,SMS,Weekend Offer,2025-06-25,1,0,0,0,3.05
M01672,C04346,SMS,New Arrival,2025-02-25,1,0,0,0,0.76
M01673,C01916,Push,New Arrival,2025-01-01,1,0,0,0,5.09
M01674,C02244,Email,Loyalty Offer,2025-01-23,1,0,0,0,2.92
M01675,C01953,Email,New Arrival,2025-12-10,1,1,0,0,1.75
M01676,C04563,Social,Festive Sale,2025-10-25,1,1,0,0,0.57
M01677,C01484,Social,Win Back,2025-06-15,1,1,0,0,6.74
M01678,C02288,SMS,Festive Sale,2025-06-22,1,0,0,0,2.14
M01679,C00531,SMS,Festive Sale,2025-03-16,1,0,0,0,3.08
M01680,C00701,Social,Weekend Offer,2025-04-28,1,1,0,0,2.46
M01681,C00879,Email,New Arrival,2025-07-12,1,1,0,0,1.97
M01682,C04315,Email,Win Back,2025-12-16,1,1,0,0,0.72
M01683,C01728,SMS,Weekend Offer,2025-05-17,1,1,1,1,4.49
M01684,C03431,Email,Clearance,2025-08-12,1,1,0,0,4.99
M01685,C00581,Email,Clearance,2025-12-09,1,0,0,0,5.47
M01686,C04636,Push,Weekend Offer,2025-06-28,1,0,0,0,2.4
M01687,C02017,Email,Clearance,2025-10-20,1,1,1,0,5.48
M01688,C03445,Social,Festive Sale,2025-01-11,1,1,0,0,1.46
M01689,C03254,Social,Festive Sale,2025-07-24,1,1,0,0,7.01
M01690,C02794,Social,Clearance,2025-02-08,1,0,0,0,3.84
M01691,C00118,Email,Weekend Offer,2025-01-04,1,0,0,0,1.21
M01692,C00018,Social,Loyalty Offer,2025-09-01,1,0,0,0,6.03
M01693,C02474,Push,Win Back,2025-11-16,1,0,0,0,4.81
M01694,C02888,Push,Weekend Offer,2025-01-02,1,1,0,0,7.97
M01695,C01193,Social,Weekend Offer,2025-02-17,1,0,1,1,3.57
M01696,C03155,Email,Festive Sale,2025-03-21,1,0,0,0,7.01
M01697,C01487,Email,New Arrival,2025-03-20,1,1,1,1,6.11
M01698,C02192,SMS,Festive Sale,2025-01-12,1,1,1,0,1.0
M01699,C02795,Social,Clearance,2025-11-18,1,0,0,0,7.98
M01700,C01363,SMS,Festive Sale,2025-09-17,1,0,1,0,0.53
M01701,C04722,Social,Festive Sale,2025-07-24,1,0,0,0,6.13
M01702,C03413,Email,Festive Sale,2025-12-10,1,0,0,0,3.09
M01703,C04505,Social,Weekend Offer,2025-06-05,1,0,0,0,4.89
M01704,C04336,Push,Clearance,2025-04-03,1,0,0,0,4.39
M01705,C03473,Email,Weekend Offer,2025-11-15,1,0,0,0,2.53
M01706,C02290,Social,New Arrival,2025-07-01,1,0,0,0,5.9
M01707,C04878,SMS,New Arrival,2025-01-13,1,0,0,0,4.57
M01708,C00198,Email,Weekend Offer,2025-03-28,1,0,0,0,3.8
M01709,C03404,SMS,Festive Sale,2025-03-15,1,0,0,0,7.11
M01710,C03984,Email,Loyalty Offer,2025-06-10,1,0,0,0,7.38
M01711,C03506,Email,Clearance,2025-12-08,1,1,0,0,2.3
M01712,C03363,SMS,Clearance,2025-12-24,1,1,0,0,1.2
M01713,C01135,Email,Clearance,2025-12-19,1,1,0,0,7.21
M01714,C04834,Email,Weekend Offer,2025-06-22,1,0,0,0,6.68
M01715,C00962,Email,Weekend Offer,2025-06-27,1,1,0,0,4.92
M01716,C04659,Social,Win Back,2025-02-17,1,0,0,0,5.89
M01717,C03197,Email,Loyalty Offer,2025-01-20,1,0,0,0,1.42
M01718,C04590,SMS,New Arrival,2025-12-17,1,0,0,0,5.28
M01719,C02969,SMS,Loyalty Offer,2025-09-22,1,1,0,0,0.88
M01720,C03343,Push,Weekend Offer,2025-07-09,1,0,0,0,5.62
M01721,C00540,Social,Clearance,2025-09-11,1,0,0,0,7.66
M01722,C03332,Push,New Arrival,2025-01-15,1,0,0,0,7.91
M01723,C03110,Email,New Arrival,2025-07-21,1,1,0,0,2.14
M01724,C02726,Email,Win Back,2025-11-08,1,1,0,0,2.65
M01725,C01566,Social,New Arrival,2025-05-07,1,0,0,0,0.62
M01726,C04786,Email,Weekend Offer,2025-06-09,1,1,0,0,5.77
M01727,C01702,SMS,Weekend Offer,2025-12-25,1,0,0,0,2.69
M01728,C03417,Push,Clearance,2025-03-30,1,0,0,0,6.59
M01729,C02280,Email,Win Back,2025-06-15,1,0,0,0,4.28
M01730,C03536,Social,Weekend Offer,2025-02-27,1,1,0,0,1.95
M01731,C03428,Social,New Arrival,2025-11-04,1,0,0,0,7.48
M01732,C01807,Email,Clearance,2025-07-29,1,1,0,0,2.09
M01733,C02368,Email,Clearance,2025-02-12,1,0,0,0,1.46
M01734,C00892,Social,Weekend Offer,2025-02-15,1,1,0,0,5.9
M01735,C01198,Email,Weekend Offer,2025-09-01,1,1,0,0,3.85
M01736,C03246,Social,New Arrival,2025-12-26,1,0,1,0,3.03
M01737,C03623,Email,Loyalty Offer,2025-04-26,1,0,0,0,6.01
M01738,C04415,Social,Clearance,2025-09-14,1,1,0,0,3.47
M01739,C01446,Social,Clearance,2025-10-02,1,1,0,0,5.3
M01740,C00966,Social,Loyalty Offer,2025-02-16,1,1,1,0,6.15
M01741,C01618,Social,Festive Sale,2025-08-21,1,0,0,0,3.24
M01742,C00800,Email,Weekend Offer,2025-07-21,1,0,0,0,3.63
M01743,C03309,Email,Clearance,2025-06-19,1,1,0,0,5.7
M01744,C03935,Email,New Arrival,2025-01-23,1,1,0,0,2.18
M01745,C02408,Email,Clearance,2025-12-25,1,0,0,0,6.06
M01746,C03898,SMS,Festive Sale,2025-04-01,1,1,0,0,6.59
M01747,C04151,Email,Loyalty Offer,2025-08-21,1,0,0,0,4.59
M01748,C03963,Email,Loyalty Offer,2025-02-24,1,1,0,0,5.59
M01749,C02258,SMS,Win Back,2025-11-02,1,0,0,0,5.23
M01750,C00417,Email,Loyalty Offer,2025-04-02,1,1,0,0,1.25
M01751,C03683,Email,Weekend Offer,2025-05-09,1,1,1,0,2.88
M01752,C01466,Social,Win Back,2025-07-12,1,1,0,0,7.08
M01753,C00273,Push,Festive Sale,2025-03-09,1,0,0,0,7.55
M01754,C04510,Social,Win Back,2025-09-11,1,1,0,0,5.66
M01755,C00505,SMS,New Arrival,2025-07-06,1,1,0,0,6.25
M01756,C02824,Social,Clearance,2025-07-11,1,0,0,0,4.63
M01757,C04604,Email,Clearance,2025-02-10,1,0,0,0,4.96
M01758,C01774,Social,Weekend Offer,2025-04-06,1,1,0,0,7.75
M01759,C00103,Email,Win Back,2025-05-31,1,0,0,0,1.26
M01760,C03778,Email,New Arrival,2025-02-05,1,1,0,0,0.9
M01761,C01057,Email,Festive Sale,2025-10-28,1,1,1,0,2.92
M01762,C03203,Email,New Arrival,2025-07-16,1,1,0,0,4.47
M01763,C02814,Social,New Arrival,2025-11-21,1,1,0,0,2.99
M01764,C01414,Email,New Arrival,2025-11-05,1,1,1,1,5.72
M01765,C01697,Email,Win Back,2025-04-29,1,1,0,0,3.26
M01766,C03254,Social,Clearance,2025-08-19,1,0,0,0,4.47
M01767,C04374,SMS,Clearance,2025-01-13,1,0,0,0,3.61
M01768,C03031,Push,Festive Sale,2025-02-04,1,0,0,0,5.04
M01769,C03594,Email,Festive Sale,2025-07-20,1,1,0,0,6.25
M01770,C01992,Email,Clearance,2025-09-19,1,0,0,0,6.96
M01771,C02719,Email,Festive Sale,2025-12-30,1,1,0,0,7.63
M01772,C02038,Email,Loyalty Offer,2025-03-24,1,0,0,0,1.39
M01773,C03858,Push,New Arrival,2025-08-11,1,0,0,0,7.47
M01774,C01877,Email,New Arrival,2025-12-17,1,1,0,0,6.05
M01775,C03145,Email,Win Back,2025-04-23,1,1,1,0,3.27
M01776,C00327,Email,Festive Sale,2025-01-26,1,1,0,0,1.57
M01777,C01548,Email,Festive Sale,2025-12-23,1,0,0,0,1.35
M01778,C03353,Push,Festive Sale,2025-09-26,1,0,0,0,6.63
M01779,C03234,Email,Festive Sale,2025-12-17,1,0,0,0,4.99
M01780,C01791,Social,Loyalty Offer,2025-12-14,1,0,0,0,4.59
M01781,C02188,Push,Clearance,2025-07-31,1,1,0,0,2.78
M01782,C04285,Social,Festive Sale,2025-03-27,1,0,1,1,2.45
M01783,C03049,SMS,Loyalty Offer,2025-08-02,1,1,0,0,3.19
M01784,C04597,Email,Festive Sale,2025-07-22,1,1,0,0,4.3
M01785,C02620,Push,Loyalty Offer,2025-05-08,1,1,0,0,6.67
M01786,C02700,SMS,Loyalty Offer,2025-10-22,1,1,0,0,4.64
M01787,C01553,SMS,Win Back,2025-05-20,1,0,0,0,6.25
M01788,C03227,SMS,New Arrival,2025-06-17,1,1,0,0,6.83
M01789,C00152,Email,New Arrival,2025-05-03,1,1,1,0,5.0
M01790,C01228,Push,Win Back,2025-01-16,1,1,1,1,5.31
M01791,C02899,Email,Loyalty Offer,2025-09-09,1,0,0,0,4.66
M01792,C04521,Email,Clearance,2025-06-10,1,0,0,0,1.27
M01793,C04872,Push,New Arrival,2025-12-27,1,1,0,0,6.44
M01794,C04524,Email,Weekend Offer,2025-09-27,1,0,0,0,7.38
M01795,C00779,Social,Clearance,2025-09-28,1,0,0,0,7.75
M01796,C00511,Email,Clearance,2025-01-17,1,1,1,0,2.4
M01797,C02441,Social,New Arrival,2025-01-03,1,1,0,0,4.82
M01798,C01782,Email,Loyalty Offer,2025-03-21,1,0,0,0,3.14
M01799,C01219,SMS,Win Back,2025-04-02,1,0,0,0,5.27
M01800,C03144,Email,Festive Sale,2025-03-30,1,1,0,0,4.93
M01801,C02038,Push,Festive Sale,2025-07-19,1,0,0,0,1.54
M01802,C03512,Email,Loyalty Offer,2025-04-30,1,1,0,0,1.28
M01803,C02653,Push,Festive Sale,2025-04-02,1,1,0,0,1.19
M01804,C01568,Social,Win Back,2025-10-07,1,0,0,0,4.14
M01805,C02382,SMS,Loyalty Offer,2025-03-18,1,1,1,0,5.81
M01806,C03074,Social,Weekend Offer,2025-12-14,1,0,0,0,5.01
M01807,C01352,Social,Weekend Offer,2025-12-30,1,0,0,0,3.41
M01808,C02313,Push,Loyalty Offer,2025-03-01,1,0,0,0,4.44
M01809,C02147,Email,Festive Sale,2025-02-14,1,0,0,0,2.85
M01810,C01290,Email,Weekend Offer,2025-07-28,1,0,0,0,4.36
M01811,C02342,Email,New Arrival,2025-03-02,1,0,0,0,7.08
M01812,C04553,SMS,Festive Sale,2025-10-17,1,1,0,0,3.59
M01813,C02040,Email,Win Back,2025-12-20,1,1,0,0,7.74
M01814,C04803,Email,Weekend Offer,2025-05-25,1,1,0,0,5.46
M01815,C01346,SMS,Clearance,2025-11-11,1,1,0,0,0.81
M01816,C04944,Email,New Arrival,2025-04-20,1,1,0,0,7.23
M01817,C02716,Push,Loyalty Offer,2025-06-18,1,1,0,0,5.45
M01818,C04177,SMS,Festive Sale,2025-12-31,1,1,0,0,4.61
M01819,C03923,Push,Clearance,2025-12-22,1,0,0,0,7.29
M01820,C01616,Email,Win Back,2025-11-30,1,0,0,0,1.67
M01821,C01662,Social,Win Back,2025-05-04,1,1,0,0,1.69
M01822,C04772,Social,New Arrival,2025-04-21,1,0,0,0,6.36
M01823,C02229,Email,Weekend Offer,2025-03-11,1,0,0,0,4.45
M01824,C00532,Email,Weekend Offer,2025-12-07,1,0,0,0,6.55
M01825,C01721,Social,Festive Sale,2025-06-10,1,1,1,1,5.55
M01826,C04895,Push,Festive Sale,2025-03-07,1,1,0,0,4.38
M01827,C01437,Social,Clearance,2025-11-16,1,0,0,0,3.93
M01828,C03345,Social,Weekend Offer,2025-05-30,1,0,0,0,3.3
M01829,C04999,Email,New Arrival,2025-08-31,1,1,0,0,6.77
M01830,C03041,Social,Clearance,2025-12-19,1,0,0,0,6.39
M01831,C04881,Email,New Arrival,2025-02-01,1,0,0,0,5.4
M01832,C03957,Social,Loyalty Offer,2025-02-08,1,1,0,0,5.28
M01833,C02468,Push,Win Back,2025-07-24,1,0,0,0,3.24
M01834,C00838,Social,Clearance,2025-06-10,1,0,0,0,5.02
M01835,C02295,Push,Loyalty Offer,2025-05-18,1,0,0,0,2.84
M01836,C02657,Email,New Arrival,2025-11-07,1,1,1,0,3.03
M01837,C02705,Social,Clearance,2025-12-20,1,0,0,0,6.0
M01838,C01383,Email,Win Back,2025-03-21,1,0,1,0,5.13
M01839,C00264,Email,New Arrival,2025-01-22,1,0,0,0,5.75
M01840,C03150,Email,Win Back,2025-07-29,1,1,0,0,4.25
M01841,C02002,SMS,Festive Sale,2025-09-18,1,1,1,0,7.65
M01842,C03297,SMS,Win Back,2025-01-08,1,1,0,0,2.46
M01843,C00947,Social,Loyalty Offer,2025-11-26,1,1,1,1,1.29
M01844,C01983,Push,Loyalty Offer,2025-01-14,1,0,0,0,7.45
M01845,C00151,Email,Weekend Offer,2025-01-27,1,0,0,0,4.98
M01846,C00901,Push,Win Back,2025-02-24,1,0,0,0,4.48
M01847,C00578,Email,Loyalty Offer,2025-07-17,1,1,0,0,6.04
M01848,C03728,Social,Festive Sale,2025-12-27,1,0,0,0,5.24
M01849,C01007,SMS,Clearance,2025-04-13,1,1,0,0,7.21
M01850,C04859,Email,New Arrival,2025-11-18,1,0,0,0,1.12
M01851,C01473,Push,Clearance,2025-04-02,1,1,0,0,2.33
M01852,C02682,SMS,Win Back,2025-03-18,1,1,0,0,3.21
M01853,C01064,SMS,Win Back,2025-11-11,1,1,1,1,6.23
M01854,C03963,Email,Loyalty Offer,2025-02-23,1,1,0,0,1.29
M01855,C04477,Email,New Arrival,2025-02-27,1,1,0,0,6.16
M01856,C04555,Email,Festive Sale,2025-09-02,1,1,0,0,4.43
M01857,C00611,Push,Win Back,2025-10-15,1,0,1,0,2.42
M01858,C01768,Email,Loyalty Offer,2025-12-20,1,1,0,0,3.52
M01859,C04522,Email,Loyalty Offer,2025-08-17,1,0,1,0,1.34
M01860,C04383,Push,Weekend Offer,2025-11-18,1,0,0,0,0.94
M01861,C00928,Email,Loyalty Offer,2025-04-21,1,0,0,0,7.25
M01862,C03890,SMS,Festive Sale,2025-12-03,1,0,0,0,1.33
M01863,C03854,Social,Weekend Offer,2025-10-04,1,1,0,0,7.11
M01864,C02743,Push,Win Back,2025-02-15,1,0,1,1,0.54
M01865,C02822,SMS,New Arrival,2025-05-16,1,1,0,0,7.5
M01866,C01867,Email,Win Back,2025-03-06,1,1,0,0,0.59
M01867,C01982,Social,Festive Sale,2025-01-18,1,0,0,0,5.96
M01868,C04828,Email,Weekend Offer,2025-06-29,1,0,0,0,5.02
M01869,C01250,Social,Festive Sale,2025-04-02,1,0,0,0,1.21
M01870,C03214,Email,New Arrival,2025-06-23,1,1,0,0,5.44
M01871,C04618,SMS,Clearance,2025-10-05,1,1,0,0,5.54
M01872,C02768,Social,Win Back,2025-02-09,1,1,0,0,7.36
M01873,C04237,Email,Festive Sale,2025-11-04,1,1,0,0,5.17
M01874,C02489,Email,Festive Sale,2025-01-08,1,1,1,0,5.18
M01875,C02686,Email,Win Back,2025-03-16,1,0,0,0,3.17
M01876,C04419,SMS,Win Back,2025-05-31,1,1,0,0,0.8
M01877,C03639,Email,Festive Sale,2025-03-03,1,1,0,0,6.83
M01878,C04983,Social,Weekend Offer,2025-12-01,1,0,0,0,4.97
M01879,C02541,Push,New Arrival,2025-10-03,1,1,1,0,1.55
M01880,C01824,Email,Weekend Offer,2025-10-16,1,1,1,0,4.42
M01881,C01761,Social,Loyalty Offer,2025-11-07,1,0,0,0,1.34
M01882,C01713,Social,Weekend Offer,2025-02-03,1,1,0,0,7.35
M01883,C02274,Email,Win Back,2025-07-02,1,0,0,0,7.36
M01884,C00493,SMS,Win Back,2025-03-17,1,0,0,0,7.1
M01885,C04768,SMS,Festive Sale,2025-11-06,1,0,0,0,4.56
M01886,C01866,Social,Festive Sale,2025-09-10,1,0,0,0,2.77
M01887,C01228,Email,Festive Sale,2025-03-27,1,1,0,0,4.38
M01888,C00208,Push,Loyalty Offer,2025-07-13,1,1,0,0,6.2
M01889,C01681,Email,New Arrival,2025-09-23,1,1,0,0,4.16
M01890,C03391,Push,Weekend Offer,2025-09-29,1,1,1,0,6.37
M01891,C04166,Email,Weekend Offer,2025-06-02,1,1,0,0,4.09
M01892,C03762,Email,Weekend Offer,2025-11-12,1,0,0,0,6.51
M01893,C02417,SMS,Weekend Offer,2025-10-23,1,0,0,0,1.78
M01894,C03720,Email,New Arrival,2025-10-06,1,1,1,1,1.06
M01895,C04623,Email,Weekend Offer,2025-10-13,1,0,0,0,5.08
M01896,C01957,Email,Clearance,2025-02-09,1,1,0,0,5.33
M01897,C03796,Email,New Arrival,2025-12-15,1,1,1,0,7.81
M01898,C04109,Email,Weekend Offer,2025-11-08,1,0,0,0,5.73
M01899,C02375,Social,Clearance,2025-11-13,1,0,0,0,7.75
M01900,C01917,Push,Win Back,2025-12-30,1,0,0,0,3.67
M01901,C00098,Email,Festive Sale,2025-06-23,1,0,0,0,7.99
M01902,C02827,Email,Loyalty Offer,2025-03-20,1,1,0,0,4.16
M01903,C01893,Social,New Arrival,2025-08-01,1,1,0,0,1.85
M01904,C00602,Email,Festive Sale,2025-02-23,1,1,0,0,2.53
M01905,C04384,Social,Clearance,2025-02-10,1,0,0,0,2.89
M01906,C02109,Push,New Arrival,2025-02-17,1,0,0,0,6.68
M01907,C00445,Email,New Arrival,2025-04-24,1,0,0,0,5.71
M01908,C03274,Social,Win Back,2025-12-30,1,0,0,0,6.98
M01909,C00832,Social,Loyalty Offer,2025-07-17,1,0,0,0,6.97
M01910,C03104,Social,New Arrival,2025-02-14,1,1,1,0,2.84
M01911,C01901,Email,Loyalty Offer,2025-06-27,1,1,1,0,4.77
M01912,C02640,Push,Win Back,2025-09-30,1,0,0,0,4.28
M01913,C01927,Email,Weekend Offer,2025-06-30,1,1,1,1,1.38
M01914,C02270,Email,Clearance,2025-05-26,1,0,0,0,4.86
M01915,C02401,Email,New Arrival,2025-09-30,1,0,0,0,4.04
M01916,C01419,SMS,Loyalty Offer,2025-03-11,1,0,0,0,6.71
M01917,C03911,SMS,Loyalty Offer,2025-11-15,1,1,0,0,1.4
M01918,C02171,Push,Loyalty Offer,2025-05-18,1,1,1,0,2.23
M01919,C03561,Email,Win Back,2025-08-19,1,1,0,0,3.62
M01920,C02398,Social,Weekend Offer,2025-06-18,1,1,0,0,3.68
M01921,C02213,Push,Win Back,2025-04-05,1,0,0,0,6.13
M01922,C02789,Email,New Arrival,2025-03-31,1,0,0,0,2.08
M01923,C00660,Email,Loyalty Offer,2025-08-18,1,0,0,0,0.91
M01924,C01259,Email,Win Back,2025-09-07,1,0,0,0,4.55
M01925,C02326,Email,Win Back,2025-03-28,1,0,0,0,2.89
M01926,C03506,Email,Clearance,2025-02-27,1,0,0,0,2.27
M01927,C00282,Email,Loyalty Offer,2025-12-25,1,1,0,0,2.27
M01928,C01089,Email,Win Back,2025-08-03,1,1,1,1,2.31
M01929,C02608,Social,Loyalty Offer,2025-08-15,1,0,0,0,3.44
M01930,C03517,Push,New Arrival,2025-06-09,1,1,1,0,4.55
M01931,C00974,Social,Clearance,2025-09-11,1,1,0,0,4.62
M01932,C02885,Email,Win Back,2025-06-20,1,0,0,0,4.74
M01933,C01581,Email,Win Back,2025-08-19,1,0,0,0,6.75
M01934,C02240,Email,New Arrival,2025-10-16,1,0,0,0,1.25
M01935,C01031,SMS,Win Back,2025-01-29,1,0,0,0,1.64
M01936,C04352,Email,Weekend Offer,2025-12-14,1,0,0,0,5.81
M01937,C01280,Social,Weekend Offer,2025-04-17,1,1,0,0,4.2
M01938,C00272,Push,Festive Sale,2025-03-09,1,0,0,0,3.93
M01939,C03720,Email,Loyalty Offer,2025-12-05,1,0,0,0,4.7
M01940,C03644,Social,New Arrival,2025-08-29,1,0,0,0,1.49
M01941,C01141,Email,Weekend Offer,2025-02-04,1,0,0,0,3.13
M01942,C01745,SMS,New Arrival,2025-09-28,1,0,0,0,6.49
M01943,C04358,SMS,Loyalty Offer,2025-10-30,1,1,0,0,7.29
M01944,C04672,Email,Weekend Offer,2025-01-04,1,0,0,0,4.58
M01945,C04306,Email,Win Back,2025-03-14,1,1,0,0,6.48
M01946,C04585,Email,Weekend Offer,2025-06-05,1,0,0,0,1.35
M01947,C03737,SMS,Weekend Offer,2025-04-30,1,0,0,0,7.87
M01948,C04000,Email,Festive Sale,2025-05-20,1,1,0,0,6.76
M01949,C01276,Email,Weekend Offer,2025-08-20,1,0,0,0,6.13
M01950,C00979,SMS,Festive Sale,2025-06-01,1,1,0,0,2.8
M01951,C00080,Email,Loyalty Offer,2025-09-23,1,0,1,0,1.64
M01952,C01839,Email,New Arrival,2025-05-07,1,1,1,0,3.58
M01953,C04228,Push,New Arrival,2025-06-22,1,0,0,0,3.24
M01954,C04878,Social,Win Back,2025-03-27,1,0,0,0,1.92
M01955,C01443,Email,Weekend Offer,2025-08-08,1,1,0,0,1.46
M01956,C02764,Social,Weekend Offer,2025-12-22,1,0,0,0,5.83
M01957,C03328,Social,Clearance,2025-09-02,1,0,0,0,2.42
M01958,C04051,Email,Win Back,2025-04-21,1,0,0,0,2.19
M01959,C01449,SMS,Festive Sale,2025-06-08,1,0,0,0,4.51
M01960,C01985,Social,Win Back,2025-07-14,1,0,0,0,1.49
M01961,C01746,Social,Festive Sale,2025-02-04,1,1,1,0,3.91
M01962,C00534,Push,Loyalty Offer,2025-01-01,1,0,0,0,7.58
M01963,C00299,Email,Festive Sale,2025-07-10,1,0,0,0,6.9
M01964,C02455,Push,Weekend Offer,2025-10-18,1,1,0,0,3.34
M01965,C02901,Email,New Arrival,2025-11-04,1,0,0,0,0.79
M01966,C03333,Social,New Arrival,2025-03-17,1,1,1,0,2.12
M01967,C02670,Push,Loyalty Offer,2025-07-31,1,0,0,0,1.77
M01968,C02920,SMS,Loyalty Offer,2025-09-14,1,0,0,0,3.13
M01969,C00487,Email,Loyalty Offer,2025-05-18,1,1,1,0,3.48
M01970,C02642,Push,New Arrival,2025-04-06,1,1,0,0,6.39
M01971,C01898,SMS,Clearance,2025-09-03,1,0,0,0,2.28
M01972,C03394,Social,Loyalty Offer,2025-02-03,1,1,0,0,6.78
M01973,C03392,Social,Win Back,2025-10-05,1,0,0,0,7.46
M01974,C02727,Social,Win Back,2025-03-18,1,1,0,0,4.05
M01975,C00540,Social,New Arrival,2025-10-09,1,0,0,0,5.61
M01976,C03824,Email,Weekend Offer,2025-12-11,1,0,0,0,0.95
M01977,C01700,Email,Festive Sale,2025-08-30,1,1,1,0,7.8
M01978,C02567,Email,New Arrival,2025-11-16,1,1,1,0,2.47
M01979,C01907,Social,Loyalty Offer,2025-01-12,1,1,0,0,5.43
M01980,C03802,Email,Festive Sale,2025-10-08,1,0,0,0,2.72
M01981,C04947,SMS,New Arrival,2025-01-29,1,0,0,0,7.11
M01982,C04912,SMS,Weekend Offer,2025-06-20,1,1,1,0,3.21
M01983,C00813,Social,Clearance,2025-10-17,1,0,0,0,4.84
M01984,C00716,SMS,Festive Sale,2025-12-20,1,1,1,0,2.96
M01985,C02611,Social,New Arrival,2025-09-07,1,1,0,0,4.78
M01986,C01692,Email,Win Back,2025-04-01,1,1,0,0,5.61
M01987,C04554,Social,Win Back,2025-03-04,1,1,0,0,4.16
M01988,C00689,Social,New Arrival,2025-11-26,1,1,0,0,7.7
M01989,C03548,Email,New Arrival,2025-01-02,1,1,1,0,1.57
M01990,C00377,SMS,Win Back,2025-04-22,1,0,0,0,3.68
