Order_ID,Customer_ID,Order_Date,Payment_Method,Shipping_City,Order_Status,Discount_Percentage
O00365,C01493,"2025-01-18 00:00:00",Card,Delhi,Delivered,25
O00366,C01130,"2025-06-04 00:00:00",Card,Bangalore,Delivered,20
O00367,C02264,"2025-12-07 00:00:00",UPI,Kochi,Delivered,10
O00368,C04873,"2025-05-09 00:00:00",Card,Chennai,Delivered,0
O00369,C04510,"2025-11-11 00:00:00",UPI,Kochi,Delivered,10
O00370,C04022,"2025-06-10 00:00:00",UPI,Hyderabad,Delivered,15
O00371,C04306,"2025-04-29 00:00:00",UPI,Bangalore,Delivered,10
O00372,C02186,"2025-11-28 00:00:00",Card,Bangalore,Delivered,25
O00373,C01645,"2025-06-22 00:00:00",COD,Indore,Cancelled,20
O00374,C03561,"2025-06-02 00:00:00",Card,Kolkata,Delivered,5
O00375,C02686,"2025-01-20 00:00:00",UPI,Kolkata,Delivered,15
O00376,C04822,"2025-02-03 00:00:00",UPI,Ahmedabad,Delivered,10
O00377,C01413,"2025-11-10 00:00:00",UPI,Kochi,Delivered,25
O00378,C01222,"2025-03-01 00:00:00",UPI,Pune,Delivered,10
O00379,C02250,"2025-06-07 00:00:00",Card,Pune,Delivered,10
O00380,C02240,"2025-12-30 00:00:00",UPI,Jaipur,Delivered,10
O00381,C04203,"2025-07-25 00:00:00",COD,Ahmedabad,Delivered,5
O00382,C04423,"2025-04-03 00:00:00",Card,Indore,Delivered,0
O00383,C00644,"2025-08-06 00:00:00",UPI,Lucknow,Delivered,5
O00384,C04453,"2025-11-19 00:00:00",Card,Lucknow,Delivered,5
O00385,C02549,"2025-03-30 00:00:00",UPI,Indore,Delivered,0
O00386,C04604,"2025-06-22 00:00:00",Card,Indore,Delivered,15
O00387,C03806,"2025-02-09 00:00:00",COD,Indore,Returned,0
O00388,C04291,"2025-07-22 00:00:00",Card,Delhi,Cancelled,20
O00389,C04143,"2025-08-09 00:00:00",UPI,Kolkata,Delivered,0
O00390,C01386,"2025-02-16 00:00:00",COD,Ahmedabad,Delivered,0
O00391,C02585,"2025-08-31 00:00:00",Card,Chennai,Delivered,30
O00392,C01602,"2025-03-29 00:00:00",Card,Chennai,Delivered,30
O00393,C04943,"2025-06-06 00:00:00",Card,Ahmedabad,Delivered,5
O00394,C04805,"2025-06-11 00:00:00",UPI,Ahmedabad,Delivered,0
O00395,C03318,"2025-01-20 00:00:00",Card,Hyderabad,Delivered,5
O00396,C00808,"2025-05-28 00:00:00",Card,Jaipur,Delivered,10
O00397,C02660,"2025-07-20 00:00:00","Net Banking",Kolkata,Delivered,5
O00398,C00115,"2025-11-08 00:00:00",UPI,Kochi,Delivered,5
O00399,C02728,"2025-05-31 00:00:00",UPI,Bangalore,Delivered,15
O00400,C04727,"2025-04-10 00:00:00","Net Banking",Kochi,Delivered,20
O00401,C02267,"2025-09-04 00:00:00",UPI,Mumbai,Delivered,25
O00402,C04293,"2025-04-23 00:00:00",COD,Bangalore,Delivered,10
O00403,C04497,"2025-08-07 00:00:00",UPI,Kolkata,Delivered,5
O00404,C03902,"2025-12-10 00:00:00",UPI,Jaipur,Delivered,10
O00405,C02729,"2025-12-26 00:00:00",UPI,Lucknow,Delivered,20
O00406,C04172,"2025-01-25 00:00:00",COD,Hyderabad,Returned,0
O00407,C01450,"2025-10-16 00:00:00",UPI,Hyderabad,Delivered,20
O00408,C04383,"2025-04-13 00:00:00",UPI,Hyderabad,Delivered,5
O00409,C01569,"2025-03-20 00:00:00",UPI,Bangalore,Delivered,5
O00410,C01323,"2025-01-16 00:00:00",UPI,Bangalore,Delivered,5
O00411,C00861,"2025-12-07 00:00:00",Card,Delhi,Delivered,20
O00412,C00742,"2025-02-28 00:00:00",UPI,Chennai,Delivered,0
O00413,C01731,"2025-07-13 00:00:00",UPI,Mumbai,Returned,5
O00414,C04905,"2025-05-05 00:00:00",UPI,Lucknow,Delivered,15
O00415,C02934,"2025-02-01 00:00:00",Card,Indore,Delivered,25
O00416,C03519,"2025-06-27 00:00:00",UPI,Bangalore,Cancelled,0
O00417,C04510,"2025-08-07 00:00:00",Card,Jaipur,Delivered,10
O00418,C04527,"2025-04-10 00:00:00",UPI,Lucknow,Delivered,20
O00419,C03168,"2025-04-13 00:00:00",UPI,Bangalore,Delivered,20
O00420,C01919,"2025-04-28 00:00:00",COD,Lucknow,Delivered,25
O00421,C02219,"2025-08-31 00:00:00","Net Banking",Lucknow,Cancelled,20
O00422,C01341,"2025-04-29 00:00:00",UPI,Lucknow,Delivered,5
O00423,C04640,"2025-01-07 00:00:00",Card,Kolkata,Cancelled,5
O00424,C01515,"2025-01-10 00:00:00",Card,Jaipur,Delivered,20
O00425,C01412,"2025-11-12 00:00:00",COD,Kochi,Delivered,15
O00426,C03037,"2025-10-08 00:00:00",COD,Mumbai,Delivered,5
O00427,C04168,"2025-02-11 00:00:00",Card,Kochi,Delivered,15
O00428,C01023,"2025-02-16 00:00:00","Net Banking",Delhi,Delivered,5
O00429,C04628,"2025-04-06 00:00:00","Net Banking",Kolkata,Delivered,10
O00430,C02287,"2025-09-03 00:00:00",Card,Indore,Delivered,5
O00431,C02759,"2025-08-12 00:00:00",Card,Mumbai,Delivered,10
O00432,C04673,"2025-04-24 00:00:00",Card,Mumbai,Cancelled,25
O00433,C03772,"2025-02-01 00:00:00",UPI,Indore,Cancelled,15
O00434,C01113,"2025-11-26 00:00:00",Card,Hyderabad,Delivered,15
O00435,C01946,"2025-06-02 00:00:00",Card,Lucknow,Delivered,5
O00436,C04809,"2025-08-05 00:00:00",UPI,Lucknow,Delivered,0
O00437,C01559,"2025-09-03 00:00:00",COD,Kochi,Delivered,15
O00438,C03880,"2025-09-29 00:00:00","Net Banking",Chennai,Delivered,10
O00439,C00642,"2025-12-16 00:00:00",UPI,Lucknow,Delivered,5
O00440,C02238,"2025-09-18 00:00:00",COD,Chennai,Delivered,25
O00441,C04908,"2025-01-07 00:00:00",UPI,Jaipur,Delivered,10
O00442,C03487,"2025-07-24 00:00:00",Card,Pune,Delivered,10
O00443,C03226,"2025-09-21 00:00:00",Card,Lucknow,Delivered,5
O00444,C01015,"2025-10-16 00:00:00",Card,Jaipur,Delivered,20
O00445,C02022,"2025-11-14 00:00:00",Card,Bangalore,Delivered,20
O00446,C02677,"2025-07-21 00:00:00",COD,Mumbai,Delivered,15
O00447,C01541,"2025-04-26 00:00:00",Card,Chennai,Delivered,0
O00448,C02937,"2025-07-31 00:00:00",Card,Kochi,Delivered,0
O00449,C03107,"2025-06-09 00:00:00",Card,Pune,Delivered,10
O00450,C00784,"2025-05-09 00:00:00","Net Banking",Ahmedabad,Delivered,0
O00451,C00671,"2025-12-13 00:00:00",UPI,Pune,Delivered,5
O00452,C02770,"2025-05-28 00:00:00",UPI,Jaipur,Delivered,0
O00453,C02574,"2025-11-07 00:00:00",COD,Lucknow,Delivered,5
O00454,C02585,"2025-03-19 00:00:00",COD,Delhi,Delivered,25
O00455,C04943,"2025-09-19 00:00:00","Net Banking",Lucknow,Delivered,15
O00456,C01278,"2025-02-21 00:00:00",UPI,Chennai,Delivered,0
O00457,C03044,"2025-09-15 00:00:00",COD,Indore,Delivered,15
O00458,C03173,"2025-08-09 00:00:00",COD,Hyderabad,Delivered,0
O00459,C03783,"2025-02-08 00:00:00",COD,Kochi,Delivered,30
O00460,C00178,"2025-09-05 00:00:00",Card,Pune,Delivered,10
O00461,C00276,"2025-10-15 00:00:00",UPI,Indore,Delivered,10
O00462,C02360,"2025-09-11 00:00:00",Card,Pune,Delivered,5
O00463,C03482,"2025-04-26 00:00:00",Card,Kolkata,Delivered,10
O00464,C04887,"2025-07-16 00:00:00",Card,Bangalore,Returned,10
O00465,C03360,"2025-08-02 00:00:00",COD,Ahmedabad,Returned,15
O00466,C01425,"2025-04-02 00:00:00",Card,Kochi,Delivered,0
O00467,C04123,"2025-02-01 00:00:00",UPI,Bangalore,Delivered,5
O00468,C02961,"2025-04-03 00:00:00",Card,Indore,Delivered,5
O00469,C02470,"2025-08-20 00:00:00",UPI,Bangalore,Delivered,0
O00470,C03086,"2025-05-11 00:00:00",UPI,Jaipur,Delivered,5
O00471,C02373,"2025-11-14 00:00:00",Card,Kochi,Delivered,5
O00472,C04069,"2025-08-11 00:00:00",COD,Kochi,Delivered,15
O00473,C01591,"2025-01-13 00:00:00",COD,Indore,Delivered,15
O00474,C04381,"2025-11-22 00:00:00",Card,Delhi,Delivered,25
O00475,C01113,"2025-01-21 00:00:00",COD,Jaipur,Delivered,5
O00476,C01069,"2025-01-14 00:00:00",UPI,Kochi,Delivered,20
O00477,C02546,"2025-12-11 00:00:00","Net Banking",Lucknow,Delivered,20
O00478,C03650,"2025-11-23 00:00:00","Net Banking",Kochi,Delivered,10
O00479,C01815,"2025-04-17 00:00:00",Card,Indore,Delivered,10
O00480,C03908,"2025-05-08 00:00:00",UPI,Bangalore,Delivered,10
O00481,C03732,"2025-02-01 00:00:00",Card,Pune,Cancelled,5
O00482,C02193,"2025-06-18 00:00:00",UPI,Chennai,Delivered,5
O00483,C00082,"2025-10-15 00:00:00",Card,Indore,Delivered,0
O00484,C03707,"2025-03-22 00:00:00",UPI,Indore,Delivered,20
O00485,C03177,"2025-07-01 00:00:00",Card,Kolkata,Delivered,10
O00486,C01826,"2025-12-24 00:00:00",UPI,Lucknow,Delivered,5
O00487,C00082,"2025-07-09 00:00:00",UPI,Indore,Delivered,10
O00488,C00094,"2025-09-12 00:00:00",UPI,Chennai,Delivered,0
O00489,C00343,"2025-12-07 00:00:00",UPI,Bangalore,Delivered,0
O00490,C02409,"2025-10-26 00:00:00",Card,Kochi,Cancelled,15
O00491,C01855,"2025-06-15 00:00:00",UPI,Pune,Delivered,20
O00492,C04000,"2025-09-13 00:00:00",Card,Lucknow,Delivered,5
O00493,C01090,"2025-07-17 00:00:00",Card,Indore,Delivered,10
O00494,C00624,"2025-08-01 00:00:00",UPI,Mumbai,Delivered,5
O00495,C00868,"2025-02-14 00:00:00",UPI,Indore,Delivered,10
O00496,C02477,"2025-10-29 00:00:00",Card,Jaipur,Delivered,10
O00497,C03473,"2025-12-26 00:00:00",COD,Chennai,Delivered,5
O00498,C00171,"2025-01-13 00:00:00",Card,Chennai,Delivered,15
O00499,C01783,"2025-02-21 00:00:00",Card,Delhi,Delivered,5
O00500,C00578,"2025-09-22 00:00:00",COD,Kochi,Delivered,25
O00501,C00068,"2025-11-21 00:00:00",COD,Mumbai,Delivered,5
O00502,C01516,"2025-02-12 00:00:00","Net Banking",Ahmedabad,Delivered,5
O00503,C00001,"2025-01-07 00:00:00",Card,Jaipur,Delivered,25
O00504,C02199,"2025-08-18 00:00:00",UPI,Delhi,Delivered,5
O00505,C00902,"2025-02-13 00:00:00",COD,Indore,Delivered,10
O00506,C04846,"2025-06-21 00:00:00",UPI,Lucknow,Delivered,5
O00507,C00795,"2025-04-12 00:00:00",Card,Ahmedabad,Delivered,0
O00508,C02067,"2025-08-11 00:00:00",Card,Hyderabad,Delivered,25
O00509,C01820,"2025-03-09 00:00:00",Card,Indore,Delivered,5
O00510,C00371,"2025-05-02 00:00:00",COD,Lucknow,Delivered,10
O00511,C02539,"2025-03-18 00:00:00",UPI,Jaipur,Delivered,20
O00512,C03908,"2025-10-27 00:00:00","Net Banking",Kochi,Cancelled,10
O00513,C02055,"2025-10-23 00:00:00",UPI,Kolkata,Delivered,15
O00514,C02597,"2025-07-24 00:00:00",UPI,Delhi,Delivered,15
O00515,C04467,"2025-11-14 00:00:00",Card,Pune,Delivered,5
O00516,C01689,"2025-06-20 00:00:00",COD,Bangalore,Delivered,10
O00517,C04853,"2025-08-06 00:00:00",Card,Delhi,Delivered,5
O00518,C03322,"2025-11-01 00:00:00",Card,Pune,Delivered,0
O00519,C01139,"2025-07-12 00:00:00",Card,Indore,Delivered,30
O00520,C02622,"2025-11-29 00:00:00",UPI,Pune,Delivered,0
O00521,C02729,"2025-06-02 00:00:00",Card,Jaipur,Delivered,10
O00522,C01166,"2025-02-10 00:00:00",UPI,Kochi,Delivered,0
O00523,C01509,"2025-01-23 00:00:00","Net Banking",Jaipur,Cancelled,25
O00524,C03842,"2025-07-05 00:00:00",UPI,Lucknow,Delivered,0
O00525,C04559,"2025-08-04 00:00:00",UPI,Lucknow,Cancelled,15
O00526,C04577,"2025-02-12 00:00:00",Card,Pune,Delivered,15
O00527,C04919,"2025-12-27 00:00:00",Card,Lucknow,Delivered,0
O00528,C00524,"2025-04-23 00:00:00",Card,Delhi,Delivered,15
O00529,C02259,"2025-08-19 00:00:00",UPI,Delhi,Delivered,25
O00530,C04340,"2025-04-20 00:00:00",UPI,Chennai,Cancelled,10
O00531,C00239,"2025-05-18 00:00:00",COD,Jaipur,Delivered,5
O00532,C01221,"2025-04-15 00:00:00",Card,Bangalore,Delivered,10
O00533,C00769,"2025-11-12 00:00:00",Card,Bangalore,Cancelled,0
O00535,C02761,"2025-09-12 00:00:00",Card,Indore,Delivered,5
O00536,C04593,"2025-12-15 00:00:00",Card,Pune,Delivered,10
O00537,C01520,"2025-03-16 00:00:00",Card,Lucknow,Delivered,10
O00538,C01904,"2025-08-21 00:00:00",UPI,Kolkata,Delivered,0
O00539,C02235,"2025-07-31 00:00:00",Card,Bangalore,Returned,0
O00540,C00936,"2025-02-27 00:00:00",UPI,Hyderabad,Cancelled,10
O00541,C01269,"2025-02-07 00:00:00",Card,Jaipur,Delivered,10
O00542,C00819,"2025-09-19 00:00:00",Card,Hyderabad,Delivered,30
O00543,C03568,"2025-07-31 00:00:00",UPI,Chennai,Delivered,5
O00544,C04118,"2025-05-18 00:00:00",COD,Bangalore,Delivered,5
O00545,C02116,"2025-10-09 00:00:00",UPI,Jaipur,Delivered,30
O00546,C02440,"2025-02-27 00:00:00","Net Banking",Jaipur,Delivered,0
O00547,C03388,"2025-09-30 00:00:00",UPI,Bangalore,Delivered,10
O00549,C01828,"2025-07-25 00:00:00",Card,Kolkata,Delivered,25
O00550,C04825,"2025-01-05 00:00:00",UPI,Indore,Delivered,5
O00551,C02589,"2025-11-19 00:00:00",UPI,Bangalore,Delivered,15
O00552,C02616,"2025-04-17 00:00:00",UPI,Kochi,Delivered,20
O00553,C01874,"2025-08-31 00:00:00",UPI,Kolkata,Delivered,20
O00554,C04308,"2025-05-28 00:00:00",UPI,Pune,Delivered,10
O00555,C01774,"2025-06-28 00:00:00",UPI,Ahmedabad,Returned,25
O00556,C00200,"2025-06-23 00:00:00",UPI,Delhi,Delivered,15
O00557,C00178,"2025-11-19 00:00:00",Card,Delhi,Delivered,15
O00558,C00931,"2025-05-19 00:00:00",UPI,Kochi,Delivered,5
O00559,C03737,"2025-06-24 00:00:00",Card,Chennai,Delivered,10
O00560,C02037,"2025-09-10 00:00:00",UPI,Lucknow,Delivered,10
O00561,C01486,"2025-09-07 00:00:00",COD,Hyderabad,Delivered,0
O00562,C02092,"2025-05-16 00:00:00",Card,Delhi,Cancelled,25
O00563,C04264,"2025-01-22 00:00:00",Card,Hyderabad,Delivered,0
O00564,C02385,"2025-02-07 00:00:00",UPI,Kochi,Delivered,15
O00565,C04089,"2025-01-27 00:00:00",Card,Indore,Delivered,0
O00566,C04682,"2025-10-09 00:00:00",UPI,Pune,Delivered,0
O00567,C01916,"2025-10-06 00:00:00","Net Banking",Hyderabad,Delivered,10
O00568,C00016,"2025-04-30 00:00:00",COD,Hyderabad,Delivered,10
O00569,C02935,"2025-09-10 00:00:00",Card,Mumbai,Delivered,0
O00570,C00837,"2025-12-25 00:00:00",COD,Lucknow,Delivered,5
O00571,C02158,"2025-03-06 00:00:00",Card,Kolkata,Delivered,5
O00572,C01577,"2025-03-15 00:00:00",UPI,Bangalore,Delivered,20
O00573,C00306,"2025-10-30 00:00:00",Card,Kochi,Delivered,15
O00574,C02054,"2025-11-13 00:00:00",UPI,Chennai,Delivered,15
O00575,C02891,"2025-06-23 00:00:00",Card,Kochi,Delivered,25
O00576,C03345,"2025-09-17 00:00:00",UPI,Delhi,Cancelled,15
O00577,C04457,"2025-10-12 00:00:00",UPI,Delhi,Delivered,0
O00578,C01209,"2025-03-14 00:00:00",Card,Kolkata,Returned,25
O00579,C01859,"2025-03-20 00:00:00",UPI,Indore,Delivered,0
O00580,C02704,"2025-02-13 00:00:00",Card,Jaipur,Delivered,5
O00581,C01972,"2025-08-21 00:00:00",Card,Lucknow,Delivered,5
O00582,C01114,"2025-01-03 00:00:00","Net Banking",Hyderabad,Delivered,0
O00583,C00984,"2025-03-20 00:00:00",UPI,Kochi,Delivered,0
O00584,C03311,"2025-06-30 00:00:00",COD,Lucknow,Delivered,10
O00585,C04002,"2025-05-19 00:00:00",COD,Ahmedabad,Delivered,15
O00586,C02772,"2025-10-30 00:00:00",UPI,Lucknow,Delivered,10
O00587,C03153,"2025-01-07 00:00:00",COD,Indore,Delivered,5
O00588,C02163,"2025-11-20 00:00:00",UPI,Chennai,Delivered,20
O00589,C02128,"2025-08-01 00:00:00",UPI,Hyderabad,Delivered,5
O00590,C03640,"2025-01-01 00:00:00",UPI,Delhi,Cancelled,20
O00591,C04275,"2025-07-03 00:00:00",COD,Lucknow,Delivered,0
O00592,C00561,"2025-09-08 00:00:00",UPI,Lucknow,Delivered,5
O00593,C01810,"2025-08-03 00:00:00",UPI,Lucknow,Returned,15
O00594,C04388,"2025-03-18 00:00:00",Card,Pune,Cancelled,0
O00595,C02933,"2025-02-12 00:00:00",UPI,Indore,Delivered,25
O00596,C00291,"2025-06-06 00:00:00",Card,Lucknow,Delivered,5
O00597,C04638,"2025-01-18 00:00:00",UPI,Lucknow,Delivered,25
O00598,C01910,"2025-12-09 00:00:00",UPI,Jaipur,Delivered,15
O00599,C04690,"2025-08-08 00:00:00",Card,Jaipur,Cancelled,25
O00600,C01429,"2025-03-14 00:00:00",Card,Pune,Delivered,0
O00601,C00948,"2025-07-09 00:00:00",COD,Delhi,Delivered,15
O00602,C02528,"2025-12-29 00:00:00",Card,Chennai,Returned,20
O00603,C01349,"2025-09-19 00:00:00",COD,Kochi,Delivered,30
O00604,C00381,"2025-05-24 00:00:00",UPI,Jaipur,Delivered,0
O00605,C01705,"2025-05-09 00:00:00",Card,Lucknow,Delivered,0
O00606,C00310,"2025-10-05 00:00:00",Card,Jaipur,Delivered,15
O00607,C03415,"2025-10-29 00:00:00",COD,Delhi,Delivered,0
O00608,C01499,"2025-07-09 00:00:00","Net Banking",Chennai,Delivered,0
O00609,C02895,"2025-05-31 00:00:00",Card,Bangalore,Delivered,10
O00610,C00661,"2025-11-03 00:00:00",UPI,Pune,Delivered,10
O00611,C03448,"2025-04-05 00:00:00",COD,Mumbai,Delivered,10
O00612,C02274,"2025-02-07 00:00:00",UPI,Kochi,Returned,0
O00613,C01498,"2025-06-05 00:00:00",UPI,Kochi,Delivered,10
O00614,C02073,"2025-10-27 00:00:00",Card,Hyderabad,Delivered,5
O00615,C03437,"2025-12-13 00:00:00",UPI,Kochi,Delivered,15
O00616,C02143,"2025-02-11 00:00:00",UPI,Indore,Delivered,5
O00617,C04661,"2025-11-12 00:00:00","Net Banking",Hyderabad,Cancelled,5
O00618,C01606,"2025-05-06 00:00:00",UPI,Pune,Delivered,15
O00619,C04740,"2025-11-09 00:00:00",Card,Delhi,Delivered,15
O00620,C01432,"2025-03-18 00:00:00",UPI,Ahmedabad,Delivered,0
O00621,C01951,"2025-04-06 00:00:00",UPI,Chennai,Delivered,10
O00622,C03923,"2025-09-20 00:00:00",UPI,Kochi,Cancelled,15
O00623,C00459,"2025-11-03 00:00:00",Card,Kolkata,Delivered,10
O00624,C02949,"2025-08-13 00:00:00",UPI,Lucknow,Delivered,20
O00625,C00338,"2025-04-21 00:00:00",Card,Indore,Cancelled,0
O00626,C03944,"2025-08-26 00:00:00",Card,Jaipur,Delivered,25
O00627,C02014,"2025-07-24 00:00:00",Card,Jaipur,Delivered,5
O00628,C04021,"2025-10-15 00:00:00",UPI,Mumbai,Delivered,10
O00629,C00345,"2025-09-20 00:00:00",UPI,Bangalore,Delivered,0
O00630,C04672,"2025-03-17 00:00:00",Card,Delhi,Delivered,15
O00631,C00943,"2025-05-23 00:00:00",COD,Kochi,Delivered,10
O00632,C00346,"2025-11-11 00:00:00",Card,Ahmedabad,Delivered,25
O00633,C03895,"2025-03-26 00:00:00",Card,Kolkata,Delivered,10
O00634,C03320,"2025-09-09 00:00:00",COD,Chennai,Cancelled,15
O00635,C03696,"2025-11-29 00:00:00",UPI,Chennai,Delivered,0
O00636,C00325,"2025-08-20 00:00:00",UPI,Lucknow,Cancelled,0
O00637,C02139,"2025-10-22 00:00:00",Card,Mumbai,Delivered,25
O00638,C04390,"2025-11-15 00:00:00",UPI,Bangalore,Delivered,5
O00639,C03613,"2025-05-10 00:00:00","Net Banking",Ahmedabad,Cancelled,20
O00640,C00524,"2025-10-12 00:00:00",Card,Kochi,Delivered,0
O00641,C02898,"2025-11-13 00:00:00",UPI,Indore,Delivered,10
O00642,C03741,"2025-01-29 00:00:00",UPI,Chennai,Delivered,10
O00643,C00259,"2025-08-16 00:00:00",Card,Mumbai,Delivered,25
O00644,C01111,"2025-10-21 00:00:00",Card,Pune,Delivered,10
O00645,C00821,"2025-01-07 00:00:00","Net Banking",Mumbai,Delivered,0
O00646,C02789,"2025-01-30 00:00:00",Card,Hyderabad,Delivered,10
O00647,C04665,"2025-08-03 00:00:00",Card,Jaipur,Cancelled,20
O00648,C04605,"2025-04-25 00:00:00",UPI,Kolkata,Delivered,0
O00649,C01564,"2025-08-03 00:00:00",UPI,Chennai,Delivered,0
O00650,C04621,"2025-06-13 00:00:00",Card,Bangalore,Delivered,20
O00651,C01208,"2025-06-19 00:00:00",COD,Bangalore,Delivered,20
O00652,C00309,"2025-08-09 00:00:00",Card,Jaipur,Delivered,5
O00653,C01840,"2025-09-17 00:00:00",Card,Chennai,Delivered,15
O00654,C03353,"2025-07-31 00:00:00",Card,Indore,Delivered,0
O00655,C01384,"2025-09-18 00:00:00",Card,Lucknow,Delivered,15
O00656,C02307,"2025-10-29 00:00:00",UPI,Delhi,Delivered,5
O00657,C01181,"2025-11-27 00:00:00",COD,Mumbai,Delivered,5
O00658,C02473,"2025-05-10 00:00:00",Card,Kochi,Delivered,15
O00659,C02687,"2025-04-15 00:00:00",UPI,Pune,Delivered,20
O00660,C02968,"2025-02-23 00:00:00",Card,Kolkata,Delivered,0
O00661,C04446,"2025-04-18 00:00:00",UPI,Delhi,Returned,0
O00662,C00961,"2025-11-11 00:00:00",Card,Mumbai,Returned,5
O00663,C03457,"2025-10-16 00:00:00",Card,Lucknow,Delivered,25
O00664,C00438,"2025-09-12 00:00:00",UPI,Lucknow,Delivered,20
O00665,C00456,"2025-10-05 00:00:00",COD,Lucknow,Returned,20
O00666,C03818,"2025-02-16 00:00:00",Card,Kochi,Delivered,5
O00667,C01570,"2025-05-14 00:00:00",COD,Kochi,Delivered,5
O00668,C01104,"2025-01-24 00:00:00",COD,Kolkata,Cancelled,5
O00669,C01619,"2025-04-27 00:00:00",Card,Jaipur,Delivered,20
O00670,C03613,"2025-08-27 00:00:00",UPI,Kochi,Delivered,5
O00671,C01513,"2025-11-03 00:00:00",COD,Pune,Delivered,10
O00672,C04739,"2025-02-10 00:00:00",Card,Bangalore,Cancelled,5
O00673,C00392,"2025-09-07 00:00:00",Card,Delhi,Delivered,10
O00674,C02622,"2025-11-19 00:00:00",UPI,Indore,Delivered,5
O00675,C00921,"2025-03-30 00:00:00",Card,Chennai,Delivered,5
O00676,C02458,"2025-04-02 00:00:00",UPI,Pune,Delivered,10
O00677,C03601,"2025-03-22 00:00:00",UPI,Chennai,Delivered,5
O00678,C04509,"2025-05-10 00:00:00","Net Banking",Jaipur,Delivered,20
O00679,C01789,"2025-04-01 00:00:00",Card,Pune,Delivered,10
O00680,C00261,"2025-04-10 00:00:00",Card,Indore,Delivered,0
O00681,C02014,"2025-03-19 00:00:00",Card,Bangalore,Delivered,5
O00682,C01336,"2025-02-12 00:00:00",UPI,Hyderabad,Delivered,0
O00683,C00335,"2025-05-03 00:00:00",COD,Mumbai,Cancelled,5
O00684,C02780,"2025-10-15 00:00:00",UPI,Hyderabad,Delivered,15
O00685,C00804,"2025-01-23 00:00:00",COD,Delhi,Delivered,5
O00686,C02438,"2025-05-24 00:00:00",Card,Indore,Delivered,0
O00687,C02808,"2025-09-15 00:00:00",UPI,Mumbai,Cancelled,5
O00688,C00941,"2025-01-07 00:00:00",UPI,Delhi,Delivered,10
O00689,C03164,"2025-10-04 00:00:00",COD,Lucknow,Delivered,10
O00690,C00903,"2025-07-05 00:00:00",Card,Kochi,Delivered,5
O00691,C03433,"2025-04-05 00:00:00",Card,Kolkata,Cancelled,20
O00692,C01269,"2025-01-25 00:00:00",UPI,Bangalore,Delivered,10
O00693,C00024,"2025-10-18 00:00:00",COD,Kolkata,Cancelled,10
O00694,C04653,"2025-08-15 00:00:00",UPI,Hyderabad,Delivered,0
O00695,C02749,"2025-06-22 00:00:00",Card,Chennai,Delivered,10
O00696,C02451,"2025-05-15 00:00:00",UPI,Chennai,Delivered,10
O00697,C01397,"2025-10-15 00:00:00",UPI,Jaipur,Delivered,0
O00698,C03358,"2025-11-05 00:00:00",Card,Jaipur,Delivered,5
O00699,C03905,"2025-03-10 00:00:00",UPI,Jaipur,Delivered,5
O00700,C02489,"2025-10-08 00:00:00",COD,Pune,Delivered,0
O00702,C01758,"2025-12-08 00:00:00",COD,Jaipur,Cancelled,5
O00703,C04978,"2025-12-24 00:00:00",UPI,Indore,Delivered,5
O00704,C01879,"2025-11-29 00:00:00",UPI,Ahmedabad,Delivered,5
O00705,C02533,"2025-08-19 00:00:00",Card,Ahmedabad,Delivered,10
O00706,C03515,"2025-12-08 00:00:00",UPI,Chennai,Returned,10
O00707,C03774,"2025-11-13 00:00:00",Card,Jaipur,Returned,10
O00708,C02079,"2025-11-03 00:00:00",Card,Ahmedabad,Delivered,5
O00709,C04662,"2025-09-15 00:00:00",Card,Pune,Delivered,15
O00710,C02058,"2025-06-22 00:00:00",UPI,Ahmedabad,Cancelled,0
O00711,C00678,"2025-02-01 00:00:00",COD,Jaipur,Delivered,15
O00712,C04947,"2025-07-19 00:00:00",Card,Pune,Delivered,5
O00713,C02975,"2025-03-21 00:00:00",Card,Jaipur,Delivered,5
O00714,C00285,"2025-12-19 00:00:00",UPI,Ahmedabad,Returned,10
O00715,C02201,"2025-03-16 00:00:00",Card,Mumbai,Delivered,10
O00716,C04467,"2025-09-21 00:00:00",Card,Delhi,Delivered,10
O00717,C01841,"2025-03-26 00:00:00",COD,Hyderabad,Delivered,25
O00718,C01879,"2025-08-05 00:00:00",UPI,Hyderabad,Cancelled,20
O00719,C01611,"2025-05-01 00:00:00",Card,Pune,Returned,5
O00720,C03963,"2025-01-20 00:00:00",UPI,Mumbai,Delivered,10
O00721,C04237,"2025-05-29 00:00:00",COD,Indore,Delivered,15
O00722,C03160,"2025-01-07 00:00:00",Card,Bangalore,Delivered,5
O00723,C03499,"2025-03-27 00:00:00",COD,Lucknow,Delivered,0
O00724,C02132,"2025-05-27 00:00:00",Card,Indore,Delivered,25
O00725,C03315,"2025-11-12 00:00:00",UPI,Chennai,Returned,25
O00726,C01379,"2025-07-06 00:00:00",Card,Lucknow,Delivered,5
O00727,C03078,"2025-11-21 00:00:00",UPI,Mumbai,Delivered,5
O00728,C03015,"2025-10-28 00:00:00",UPI,Jaipur,Delivered,0
O00729,C03893,"2025-11-14 00:00:00",UPI,Delhi,Delivered,15
O00730,C01716,"2025-07-12 00:00:00",COD,Indore,Delivered,15
O00731,C00453,"2025-10-09 00:00:00",UPI,Mumbai,Delivered,10
O00732,C00342,"2025-07-07 00:00:00",COD,Indore,Delivered,5
