Product_ID,Product_Name,Category,Sub_Category,Unit_Cost,Selling_Price,Supplier
P0356,Clothing Product 356,Fashion,Clothing,10768.17,17911.43,Supplier_C
P0357,Personal Care Product 357,Beauty,Personal Care,2033.4,4004.54,Supplier_D
P0358,Accessories Product 358,Electronics,Accessories,9465.97,17680.82,Supplier_C
P0359,Bags Product 359,Fashion,Bags,8919.72,17408.84,Supplier_E
P0360,Running Product 360,Sports,Running,2222.66,4434.75,Supplier_C
P0361,Wearables Product 361,Electronics,Wearables,5119.76,8061.24,Supplier_A
P0362,Furniture Product 362,Home,Furniture,5130.82,7754.84,Supplier_D
P0363,Appliances Product 363,Home,Appliances,9143.57,11446.48,Supplier_C
P0364,Speakers Product 364,Electronics,Speakers,10068.16,20513.3,Supplier_E
P0365,Decor Product 365,Home,Decor,1227.82,1546.12,Supplier_C
P0366,Speakers Product 366,Electronics,Speakers,6799.33,12694.5,Supplier_C
P0367,Skincare Product 367,Beauty,Skincare,9164.81,14116.53,Supplier_B
P0368,Speakers Product 368,Electronics,Speakers,9455.67,19421.03,Supplier_C
P0369,Haircare Product 369,Beauty,Haircare,1861.12,2936.18,Supplier_A
P0370,Fitness Product 370,Sports,Fitness,6353.51,12293.71,Supplier_E
P0371,Running Product 371,Sports,Running,10304.95,14987.41,Supplier_B
P0372,Furniture Product 372,Home,Furniture,3890.37,5715.65,Supplier_C
P0373,Staples Product 373,Grocery,Staples,5158.89,8955.67,Supplier_D
P0374,Beverages Product 374,Grocery,Beverages,9671.87,20293.37,Supplier_A
P0375,Accessories Product 375,Electronics,Accessories,1162.9,1937.18,Supplier_A
P0376,Makeup Product 376,Beauty,Makeup,10327.97,21096.71,Supplier_A
P0377,Running Product 377,Sports,Running,3802.76,7254.24,Supplier_B
P0378,Fitness Product 378,Sports,Fitness,117.26,224.7,Supplier_C
P0379,Running Product 379,Sports,Running,2886.49,4596.34,Supplier_A
P0380,Furniture Product 380,Home,Furniture,1165.06,1803.38,Supplier_C
P0381,Equipment Product 381,Sports,Equipment,1199.38,1646.42,Supplier_D
P0382,Snacks Product 382,Grocery,Snacks,8344.75,17253.16,Supplier_C
P0383,Clothing Product 383,Fashion,Clothing,2646.32,5460.56,Supplier_C
P0384,Furniture Product 384,Home,Furniture,11223.43,21014.31,Supplier_C
P0385,Wearables Product 385,Electronics,Wearables,6245.69,9160.1,Supplier_E
P0386,Bags Product 386,Fashion,Bags,5575.17,7920.43,Supplier_B
P0387,Furniture Product 387,Home,Furniture,5267.97,11008.74,Supplier_C
P0388,Appliances Product 388,Home,Appliances,8341.79,10509.73,Supplier_A
P0389,Personal Care Product 389,Beauty,Personal Care,5481.93,10740.24,Supplier_E
P0390,Bags Product 390,Fashion,Bags,1630.34,2477.97,Supplier_C
P0391,Accessories Product 391,Fashion,Accessories,10574.05,16675.09,Supplier_E
P0392,Organic Product 392,Grocery,Organic,5197.9,10129.56,Supplier_B
P0393,Accessories Product 393,Fashion,Accessories,980.65,1256.74,Supplier_E
P0394,Equipment Product 394,Sports,Equipment,6399.46,9719.2,Supplier_A
P0395,Organic Product 395,Grocery,Organic,7803.43,16050.27,Supplier_C
P0396,Equipment Product 396,Sports,Equipment,3379.43,6181.52,Supplier_A
P0397,Beverages Product 397,Grocery,Beverages,9624.05,18087.88,Supplier_D
P0398,Headphones Product 398,Electronics,Headphones,8070.33,15186.38,Supplier_E
P0399,Staples Product 399,Grocery,Staples,7839.06,9834.2,Supplier_E
P0400,Headphones Product 400,Electronics,Headphones,5107.82,7063.54,Supplier_E
P0401,Staples Product 401,Grocery,Staples,11546.79,18961.41,Supplier_B
P0402,Headphones Product 402,Electronics,Headphones,3362.85,5149.65,Supplier_A
P0403,Running Product 403,Sports,Running,6974.7,10949.03,Supplier_D
P0404,Organic Product 404,Grocery,Organic,3777.76,7190.22,Supplier_B
P0405,Skincare Product 405,Beauty,Skincare,8963.18,10874.23,Supplier_B
P0406,Snacks Product 406,Grocery,Snacks,668.72,1199.98,Supplier_C
P0407,Speakers Product 407,Electronics,Speakers,646.14,775.43,Supplier_D
P0408,Decor Product 408,Home,Decor,9749.25,12252.4,Supplier_E
P0409,Outdoor Product 409,Sports,Outdoor,5267.79,8257.04,Supplier_E
P0410,Personal Care Product 410,Beauty,Personal Care,4160.04,8140.59,Supplier_C
P0411,Appliances Product 411,Home,Appliances,7329.57,9751.96,Supplier_E
P0412,Furniture Product 412,Home,Furniture,8452.6,14362.31,Supplier_A
P0413,Running Product 413,Sports,Running,2494.3,4516.32,Supplier_E
P0414,Organic Product 414,Grocery,Organic,2306.63,3244.46,Supplier_A
P0415,Bags Product 415,Fashion,Bags,11501.99,19105.92,Supplier_C
P0416,Personal Care Product 416,Beauty,Personal Care,7117.01,14378.26,Supplier_C
P0417,Snacks Product 417,Grocery,Snacks,4742.39,7877.14,Supplier_A
P0418,Fitness Product 418,Sports,Fitness,9637.16,12929.12,Supplier_E
P0419,Accessories Product 419,Fashion,Accessories,6349.39,11206.88,Supplier_C
P0420,Equipment Product 420,Sports,Equipment,2975.79,5156.99,Supplier_C
P0421,Equipment Product 421,Sports,Equipment,2560.15,3134.29,Supplier_A
P0422,Furniture Product 422,Home,Furniture,4822.63,6180.37,Supplier_C
P0423,Organic Product 423,Grocery,Organic,10332.76,13857.3,Supplier_E
P0424,Outdoor Product 424,Sports,Outdoor,831.23,1099.43,Supplier_C
P0425,Beverages Product 425,Grocery,Beverages,2700.46,3871.16,Supplier_A
P0426,Shoes Product 426,Fashion,Shoes,10728.51,17258.9,Supplier_E
P0427,Appliances Product 427,Home,Appliances,1548.64,2376.46,Supplier_D
P0428,Shoes Product 428,Fashion,Shoes,7592.55,15197.13,Supplier_A
P0429,Shoes Product 429,Fashion,Shoes,2640.79,4623.76,Supplier_D
P0430,Furniture Product 430,Home,Furniture,7309.82,14535.8,Supplier_C
P0431,Staples Product 431,Grocery,Staples,4658.94,7800.63,Supplier_E
P0432,Clothing Product 432,Fashion,Clothing,1309.96,1677.91,Supplier_C
P0433,Headphones Product 433,Electronics,Headphones,7031.45,11369.56,Supplier_E
P0434,Beverages Product 434,Grocery,Beverages,8228.21,15961.32,Supplier_B
P0435,Outdoor Product 435,Sports,Outdoor,8195.24,11265.94,Supplier_C
P0436,Furniture Product 436,Home,Furniture,7680.71,9847.38,Supplier_C
P0437,Appliances Product 437,Home,Appliances,6052.67,9057.77,Supplier_C
P0438,Beverages Product 438,Grocery,Beverages,6281.72,9736.72,Supplier_A
P0439,Headphones Product 439,Electronics,Headphones,7664.12,11309.42,Supplier_E
P0440,Accessories Product 440,Electronics,Accessories,8314.09,10988.87,Supplier_E
P0441,Wearables Product 441,Electronics,Wearables,7893.03,11253.53,Supplier_E
P0442,Headphones Product 442,Electronics,Headphones,7084.65,12851.94,Supplier_A
P0443,Haircare Product 443,Beauty,Haircare,1954.48,3024.24,Supplier_E
P0444,Kitchen Product 444,Home,Kitchen,2606.34,4611.38,Supplier_C
P0445,Accessories Product 445,Fashion,Accessories,3196.67,5378.95,Supplier_D
P0446,Decor Product 446,Home,Decor,11043.97,18710.12,Supplier_B
P0447,Appliances Product 447,Home,Appliances,9136.8,13008.01,Supplier_E
P0448,Appliances Product 448,Home,Appliances,6679.12,11150.05,Supplier_A
P0449,Headphones Product 449,Electronics,Headphones,3099.48,3785.19,Supplier_A
P0450,Headphones Product 450,Electronics,Headphones,1419.61,2255.15,Supplier_E
P0451,Makeup Product 451,Beauty,Makeup,10795.23,18517.71,Supplier_D
P0452,Staples Product 452,Grocery,Staples,10722.73,14623.62,Supplier_E
P0453,Decor Product 453,Home,Decor,1417.28,2027.99,Supplier_A
P0454,Equipment Product 454,Sports,Equipment,9586.88,13398.41,Supplier_B
P0455,Organic Product 455,Grocery,Organic,5415.08,6841.97,Supplier_D
P0456,Makeup Product 456,Beauty,Makeup,3955.21,5984.52,Supplier_E
P0457,Speakers Product 457,Electronics,Speakers,8895.34,18511.82,Supplier_B
P0458,Decor Product 458,Home,Decor,7410.52,11252.82,Supplier_E
P0459,Accessories Product 459,Electronics,Accessories,9382.36,15147.66,Supplier_D
P0460,Beverages Product 460,Grocery,Beverages,984.51,1760.09,Supplier_A
P0461,Bags Product 461,Fashion,Bags,3891.19,6940.51,Supplier_D
P0462,Wearables Product 462,Electronics,Wearables,3899.87,8013.86,Supplier_C
P0463,Headphones Product 463,Electronics,Headphones,4024.06,7934.67,Supplier_E
P0464,Personal Care Product 464,Beauty,Personal Care,6079.51,11639.56,Supplier_B
P0465,Shoes Product 465,Fashion,Shoes,3467.86,7131.53,Supplier_B
P0466,Staples Product 466,Grocery,Staples,5388.16,7584.85,Supplier_D
P0467,Outdoor Product 467,Sports,Outdoor,4476.55,7857.91,Supplier_D
P0468,Outdoor Product 468,Sports,Outdoor,8850.02,17686.56,Supplier_D
P0469,Fitness Product 469,Sports,Fitness,7281.66,12828.28,Supplier_B
P0470,Decor Product 470,Home,Decor,7878.19,16384.1,Supplier_A
P0471,Outdoor Product 471,Sports,Outdoor,2605.95,3362.5,Supplier_B
P0472,Decor Product 472,Home,Decor,3973.48,6339.28,Supplier_A
P0473,Staples Product 473,Grocery,Staples,351.87,731.76,Supplier_D
P0474,Snacks Product 474,Grocery,Snacks,1389.66,2142.32,Supplier_C
P0475,Speakers Product 475,Electronics,Speakers,3254.15,6070.94,Supplier_B
P0476,Running Product 476,Sports,Running,879.02,1078.88,Supplier_D
P0477,Skincare Product 477,Beauty,Skincare,7271.33,13272.75,Supplier_B
P0478,Beverages Product 478,Grocery,Beverages,11977.75,24448.55,Supplier_D
P0479,Accessories Product 479,Fashion,Accessories,1299.7,2007.3,Supplier_B
P0480,Bags Product 480,Fashion,Bags,9872.64,12036.43,Supplier_E
P0481,Snacks Product 481,Grocery,Snacks,1513.91,1854.72,Supplier_B
P0482,Accessories Product 482,Electronics,Accessories,8071.98,16166.73,Supplier_E
P0483,Bags Product 483,Fashion,Bags,7753.58,14346.17,Supplier_A
P0484,Accessories Product 484,Fashion,Accessories,10842.33,14051.85,Supplier_B
P0485,Accessories Product 485,Electronics,Accessories,1455.95,1818.67,Supplier_A
P0486,Headphones Product 486,Electronics,Headphones,3853.79,7416.01,Supplier_C
P0487,Speakers Product 487,Electronics,Speakers,1180.28,2276.61,Supplier_E
P0488,Skincare Product 488,Beauty,Skincare,4947.86,6474.12,Supplier_B
P0489,Wearables Product 489,Electronics,Wearables,10947.96,16108.48,Supplier_A
P0490,Wearables Product 490,Electronics,Wearables,9400.13,17879.27,Supplier_D
P0491,Headphones Product 491,Electronics,Headphones,8702.51,14558.18,Supplier_A
P0492,Staples Product 492,Grocery,Staples,6443.03,13278.61,Supplier_B
P0493,Fitness Product 493,Sports,Fitness,10613.48,17331.35,Supplier_C
P0494,Beverages Product 494,Grocery,Beverages,5448.36,9857.51,Supplier_E
P0495,Fitness Product 495,Sports,Fitness,1881.26,3120.64,Supplier_D
P0496,Personal Care Product 496,Beauty,Personal Care,10067.26,20624.48,Supplier_A
P0497,Makeup Product 497,Beauty,Makeup,3427.7,5343.08,Supplier_B
P0498,Bags Product 498,Fashion,Bags,738.24,1038.57,Supplier_B
P0499,Organic Product 499,Grocery,Organic,1599.85,2390.13,Supplier_E
P0500,Equipment Product 500,Sports,Equipment,7347.8,14456.78,Supplier_D
